,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
24,Dr. Bharath Shetty,"BDS, MDS - Prosthodontist And Crown Bridge",23 Years Experience Overall  (22 years as specialist),Dentist,"HSR Layout, Bangalore",96% ,(927 votes),₹300
25,Dr. Shruthy R,BDS,3 Years Experience Overall,Dentist,"Kasavanahalli, Bangalore",0,0,₹500
26,Dr. Yoban Shetty,"BDS, MDS - Orthodontics, PhD - Orthodontics",23 Years Experience Overall  (19 years as specialist),Dentist,"Chembur, Mumbai",100% ,(101 votes),₹500
27,Dr. Mansi Singh,BDS,2 Years Experience Overall,Dentist,"Kanjurmarg, Mumbai",0,0,₹100
28,Dr. B Vishnu Chaitanya Goud,"MDS - Oral Pathology and Oral Microbiology, BDS, Fellowship in Oral implantlogy",12 Years Experience Overall,Dentist,"Narsingi, Hyderabad",100% ,(319 votes),₹300
29,Dr. Dattatraya Kamat,BDS,37 Years Experience Overall,Dentist,"Bandra West, Mumbai",100% ,(198 votes),₹300
30,Dr. Shubha C N,BDS,17 Years Experience Overall,Dentist,"HRBR Layout, Bangalore",0,0,₹300
31,Dr. Manoj Kumar Sundar,MDS - Prosthodontics,8 Years Experience Overall  (7 years as specialist),Dentist,"Medavakkam, Chennai",0,0,₹500
32,Dr. Ankita Gupta,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",9 Years Experience Overall  (5 years as specialist),Dentist,"Wakad, Pune",100% ,(42 votes),₹300
33,Dr. Abirami A V,BDS,6 Years Experience Overall,Dentist,"Medavakkam, Chennai",0,0,₹200
34,Dr. Ruchir Chawla,BDS,12 Years Experience Overall,Dentist,"Katwaria Sarai, Delhi",96% ,(119 votes),₹350
35,Dr. Abhijit Deshpande,"BDS, MDS - Periodontics",18 Years Experience Overall,Dentist,"Wakad, Pune",0,0,₹300
36,Dr. Sarah Stanislas,BDS,9 Years Experience Overall,Dentist,"Malleswaram, Bangalore",100% ,(32 votes),₹300
37,Dr. Rhea Abraham,BDS,16 Years Experience Overall,Dentist,"Andheri East, Mumbai",99% ,(198 votes),₹500
38,Dr. B. Prakash Vijayan,"BDS, MDS - Oral Medicine and Radiology",11 Years Experience Overall  (5 years as specialist),Dentist,"Nanganallur, Chennai",0,0,₹500
39,Dr. Rahul Oza,BDS,12 Years Experience Overall,Dentist,"Juhu, Mumbai",100% ,(38 votes),₹500
40,Dr. Sujatha Pai B,"BDS, MDS - Periodontology and Oral Implantology",21 Years Experience Overall  (15 years as specialist),Dentist,"Jayanagar 4 Block, Bangalore",98% ,(108 votes),₹500
41,Dr. Archana S,BDS,16 Years Experience Overall,Dentist,"HSR Layout, Bangalore",99% ,(161 votes),₹300
42,Dr. Athaluri Mounika,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall,Dentist,"Chanda Nagar, Hyderabad",0,0,₹400
43,Dr. Sapna S,BDS,17 Years Experience Overall,Dentist,"Kaggadasapura, Bangalore",97% ,(114 votes),₹500
44,Dr. S P Nanda Kumaran,BDS,4 Years Experience Overall,Dentist,"Tambaram East, Chennai",100% ,(16 votes),₹200
45,Dr. Saurabh Gupta,"BDS, MDS - Oral & Maxillofacial Surgery",13 Years Experience Overall,Dentist,"Kanakpura Road, Bangalore",100% ,(30 votes),₹500
46,Dr. B.Ssneha Vignesh,BDS,6 Years Experience Overall,Dentist,"Gowrivakkam, Chennai",0,0,₹150
47,Dr. Sandeep Hegde,BDS,29 Years Experience Overall,Dentist,"BTM Layout 2nd Stage, Bangalore",99% ,(1278 votes),₹400
48,Dr. Tarun Ahuja,"BDS, MDS - Implantology",18 Years Experience Overall  (15 years as specialist),Dentist,"Vijaynagar, Delhi",94% ,(423 votes),₹500
49,Dr. Anurag Singh,"BDS, MDS - Oral & Maxillofacial Surgery and Oral Implantology, FICOI",22 Years Experience Overall  (21 years as specialist),Dentist,"Panchsheel Park, Delhi",98% ,(227 votes),₹1500
50,Dr. Reshma Phulwar,BDS,25 Years Experience Overall,Dentist,"Chembur, Mumbai",96% ,(576 votes),₹700
51,Dr. Srikar Yallapragada,BDS,4 Years Experience Overall,Dentist,"Boduppal, Hyderabad",0,0,₹350
52,Dr. Ajay Mohan,"Fellowship in Aesthetic Medicine (FAM), MDS - Oral & Maxillofacial Surgery, BDS",13 Years Experience Overall,Dentist,"Mylapore, Chennai",100% ,(91 votes),₹300
53,Dr. Sumanto Bagchi,BDS,16 Years Experience Overall,Dentist,"Dwarka, Delhi",99% ,(656 votes),₹400
54,Dr. Vigneswaran,"BDS, MDS - Prosthodontics",11 Years Experience Overall,Dentist,"Adyar, Chennai",0,0,₹500
55,Dr. Sonal K Shah,"MDS - Paedodontics And Preventive Dentistry, BDS",12 Years Experience Overall,Dentist,"JB Nagar, Mumbai",100% ,(81 votes),₹500
56,Dr. Sonali Nilesh Kakade,BDS,15 Years Experience Overall,Dentist,"Pimpri-Chinchwad, Pune",100% ,(114 votes),₹300
57,Dr. Swamy M.E.S,BDS,22 Years Experience Overall,Dentist,"Marathahalli, Bangalore",99% ,(231 votes),₹500
58,Dr. Venkatesh,BDS,17 Years Experience Overall,Dentist,"Srinagar Colony, Hyderabad",97% ,(195 votes),₹500
59,Dr. Tanuja,BDS,23 Years Experience Overall,Dentist,"Karkhana, Hyderabad",99% ,(76 votes),₹1000
60,Dr. Madhumanti,BDS,10 Years Experience Overall,Dentist,"Hoodi, Bangalore",95% ,(366 votes),₹400
61,Dr. Minal Salvi,BDS,20 Years Experience Overall,Dentist,"Kharadi, Pune",0,0,₹400
62,Dr. Reshma Shah,BDS,24 Years Experience Overall,Dentist,"Girgaon, Mumbai",99% ,(371 votes),₹500
63,Dr. Lakshmi Reddy,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7 Years Experience Overall,Dentist,"Kokapet, Hyderabad",0,0,₹300
64,Dr. Arya Madhurkar,"BDS, MDS - Conservative Dentistry & Endodontics",7 Years Experience Overall  (2 years as specialist),Dentist,"Banashankari 2nd Stage, Bangalore",0,0,₹400
65,Dr. Seema Maurya,BDS,12 Years Experience Overall,Dentist,"Khetwadi, Mumbai",0,0,₹300
66,Dr. Prasad Ravichandran,"BDS, MDS - Orthodontics",8 Years Experience Overall  (5 years as specialist),Dentist,"Villivakkam, Chennai",0,0,₹200
67,Dr. Nishtha Agarwal,"BDS, MDS - Conservative Dentistry & Endodontics",13 Years Experience Overall,Dentist,"Patparganj, Delhi",0,0,₹600
68,Dr. Bala Guhan,"MDS - Oral & Maxillofacial Surgery, BDS",19 Years Experience Overall,Dentist,"Chromepet, Chennai",98% ,(56 votes),₹600
69,Dr. Riddhi Mehta,BDS,13 Years Experience Overall,Dentist,"Malad West, Mumbai",100% ,(39 votes),₹400
70,Dr. Nikita Motwani,BDS,10 Years Experience Overall,Dentist,"Andheri West, Mumbai",100% ,(210 votes),₹300
71,Dr. Neha Manchanda Vaidya,"BDS, MDS - Orthodontics",11 Years Experience Overall  (8 years as specialist),Dentist,"Ghatkopar East, Mumbai",100% ,(23 votes),₹300
72,Dr. Sneha Reddy,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",11 Years Experience Overall  (6 years as specialist),Dentist,"Jubilee Hills, Hyderabad",100% ,(13 votes),₹250
73,Dr. Ashwini Bhalerao,"BDS, MDS - Oral & Maxillofacial Surgery",29 Years Experience Overall,Dentist,"Andheri West, Mumbai",97% ,(843 votes),₹1000
74,Dr. Shreya Francis,BDS,7 Years Experience Overall,Dentist,"Varthur, Bangalore",97% ,(60 votes),₹300
75,Dr. Krishna Mohan Rao,"BDS, Fellowship in Aesthetic Medicine (FAM)",18 Years Experience Overall,Dentist,"Horamavu, Bangalore",96% ,(177 votes),₹600
76,Dr. Nikhil,BDS,13 Years Experience Overall,Dentist,"Model Town 1, Delhi",100% ,(34 votes),₹400
77,Dr. Geetha S,BDS,13 Years Experience Overall,Dentist,"KR Puram, Bangalore",97% ,(342 votes),₹300
78,Dr. P R Chockalingam,"MDS - Paedodontics And Preventive Dentistry, BDS",21 Years Experience Overall,Dentist,"Velachery, Chennai",98% ,(1688 votes),₹300
79,Dr. Mahendra K P,BDS,22 Years Experience Overall,Dentist,"Banashankari 1st Stage, Bangalore",98% ,(50 votes),₹300
80,Dr. Chandan Mahesh,BDS,12 Years Experience Overall,Dentist,"HSR Layout, Bangalore",100% ,(1028 votes),₹250
81,Dr. Kiruthika Asokan,BDS,18 Years Experience Overall,Dentist,"Porur, Chennai",100% ,(905 votes),₹400
82,Dr. Puja Bansal,BDS,23 Years Experience Overall,Dentist,"Kalyani Nagar, Pune",98% ,(1301 votes),₹300
83,Dr. Samar Mehtab,"BDS, Fellowship in Oral implantlogy",10 Years Experience Overall,Dentist,"Kalyan Nagar, Bangalore",100% ,(172 votes),₹300
84,Dr. Mahima Nanda Kapoor,"MDS - Orthodontics, BDS",19 Years Experience Overall  (13 years as specialist),Dentist,"Nehru Place, Delhi",94% ,(142 votes),₹1000
85,Dr. Vamsi G,"MDS - Periodontology and Oral Implantology, BDS",22 Years Experience Overall  (17 years as specialist),Dentist,"Sainikpuri, Hyderabad",98% ,(167 votes),₹400
86,Dr. Apurva Vaidya,"BDS, MDS - Oral & Maxillofacial Surgery",7 Years Experience Overall,Dentist,"Paschim Puri, Delhi",99% ,(113 votes),₹300
87,Dr. P Venkat Ratna Nag,"BDS, MDS - Prosthodontist And Crown Bridge",20 Years Experience Overall,Dentist,"Kondapur, Hyderabad",99% ,(2779 votes),₹350
88,Dr. Divya Loganathan,"BDS, MDS - Orthodontics",18 Years Experience Overall  (13 years as specialist),Dentist,"Sholinganallur, Chennai",99% ,(83 votes),₹300
89,Dr. Swati Kedia,"BDS, MDS - Pedodontics",13 Years Experience Overall  (12 years as specialist),Dentist,"BTM Layout, Bangalore",99% ,(284 votes),₹500
90,Dr. Vijay Tanwar,"BDS, MDS - Orthodontics",10 Years Experience Overall  (6 years as specialist),Dentist,"Chattarpur, Delhi",98% ,(120 votes),₹500
91,Dr. Shyam Padmanabhan,"BDS, MDS - Periodontics",24 Years Experience Overall  (21 years as specialist),Dentist,"New Thippasandra, Bangalore",99% ,(611 votes),₹500
92,Dr. Kavin J. Shah,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",13 Years Experience Overall  (8 years as specialist),Dentist,"JB Nagar, Mumbai",100% ,(66 votes),₹500
93,Dr. Kanika,BDS,5 Years Experience Overall,Dentist,"Tagore Garden, Delhi",0,0,₹300
94,Dr. Rachita Domale,BDS,15 Years Experience Overall,Dentist,"Koregaon Park, Pune",100% ,(58 votes),₹300
95,Dr. Komal Nanavati,"BDS, MDS - Pedodontics",7 Years Experience Overall,Dentist,"Tardeo, Mumbai",0,0,₹1000
96,Dr. Swarupa,"BDS, MDS - Periodontics",9 Years Experience Overall,Dentist,"Kandanchavadi, Chennai",93% ,(14 votes),₹100
97,Dr. Dhivya Darshani D,"BDS, MDS - Periodontics",9 Years Experience Overall  (3 years as specialist),Dentist,"Sembakkam, Chennai",0,0,₹200
98,Dr. Mir Sujath Ali,"BDS, MDS - Conservative Dentistry & Endodontics",21 Years Experience Overall,Dentist,"Jayanagar 9 Block, Bangalore",98% ,(339 votes),₹650
99,Dr. Harika,BDS,8 Years Experience Overall,Dentist,"SR Nagar, Hyderabad",100% ,(129 votes),₹200
100,Dr. Mohammed Zuhaib,"BDS, MDS - Oral & Maxillofacial Surgery",13 Years Experience Overall,Dentist,"Malleswaram, Bangalore",100% ,(14 votes),₹500
101,Dr. Navya,BDS,11 Years Experience Overall,Dentist,"Jayanagar 7 Block, Bangalore",99% ,(190 votes),₹500
102,Dr. Kunal Advani,BDS,9 Years Experience Overall  (8 years as specialist),Dentist,"Prabhat Road, Pune",100% ,(46 votes),₹300
103,Dr. Poorvi Chothani Kachwala,"BDS, MDS - Prosthodontics",14 Years Experience Overall,Dentist,"Andheri West, Mumbai",100% ,(327 votes),₹500
104,Dr. Vasundara,BDS,18 Years Experience Overall,Dentist,"Madhapur, Hyderabad",0,0,₹400
105,Dr. Devika Jayesh Minase,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall  (5 years as specialist),Dentist,"Law College Road, Pune",100% ,(16 votes),₹400
106,Dr. Aneesha N Rohra,BDS,10 Years Experience Overall  (9 years as specialist),Dentist,"Kothrud, Pune",100% ,(62 votes),₹300
107,Dr. Pallavi Surwade Jamodkar,"MDS - Conservative Dentistry & Endodontics, BDS",11 Years Experience Overall,Dentist,"Wakad, Pune",0,0,₹250
108,Dr. Anil Kumar,"BDS, MDS - Paedodontics And Preventive Dentistry",8 Years Experience Overall,Dentist,"Manikonda, Hyderabad",0,0,₹300
109,Dr. Tavleen Kaur,BDS,13 Years Experience Overall,Dentist,"Rajouri Garden, Delhi",99% ,(126 votes),₹500
110,Dr. Swati Wagale,BDS,11 Years Experience Overall  (10 years as specialist),Dentist,"Pimple Saudagar, Pune",100% ,(13 votes),₹500
111,Dr. S.Narendra,BDS,9 Years Experience Overall,Dentist,"Hitech City, Hyderabad",100% ,(18 votes),₹300
112,Dr. R. J. Niranjan,"MDS - Periodontics, BDS",11 Years Experience Overall  (6 years as specialist),Dentist,"Ashok Nagar, Chennai",0,0,₹200
113,Dr. Deepak Chopra,MDS - Periodontics,17 Years Experience Overall  (16 years as specialist),Dentist,"Rohini Sector 5, Delhi",0,0,₹200
114,Dr. Anushree S. Jaiswal,"BDS, MDS, Diploma in Implanthology, Certification in Aesthetic Dentistry",11 Years Experience Overall,Dentist,"Baner, Pune",99% ,(420 votes),₹300
115,Dr. Vishal Dhande,"BDS, MDS - Conservative Dentistry & Endodontics",11 Years Experience Overall,Dentist,"Baner, Pune",100% ,(21 votes),₹200
116,Dr. Sonal,BDS,16 Years Experience Overall  (15 years as specialist),Dentist,"Kingsway Camp, Delhi",100% ,(12 votes),₹500
117,Dr. (Capt) Palas R Sharma,BDS,34 Years Experience Overall,Dentist,"Greater Kailash Part 1, Delhi",97% ,(97 votes),₹500
118,Dr. Jayaraj Pattela,"BDS, MDS - Oral & Maxillofacial Surgery",14 Years Experience Overall,Dentist,"Jubilee Hills, Hyderabad",91% ,(32 votes),₹500
119,Dr. Kranthi Kumar Reddy R,"BDS, MDS - Pedodontics",15 Years Experience Overall,Dentist,"Kondapur, Hyderabad",97% ,(345 votes),₹500
120,Dr. Naveen Kumar Reddy Kolli,"MDS - Paedodontics And Preventive Dentistry, BDS",11 Years Experience Overall  (5 years as specialist),Dentist,"BHEL, Hyderabad",100% ,(17 votes),₹300
121,Dr. Shravan Chawla,BDS,13 Years Experience Overall  (11 years as specialist),Dentist,"Peddar Road, Mumbai",100% ,(74 votes),₹1000
122,Dr. Smriti Bouri,BDS,28 Years Experience Overall,Dentist,"Panchsheel Park, Delhi",0,0,₹1000
123,Dr. Mugdha Budhkar,"BDS, MDS - Oral & Maxillofacial Surgery",10 Years Experience Overall,Dentist,"Warje, Pune",100% ,(14 votes),₹300
124,Dr. Ashwin Nehrudhas,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,Dentist,"Mylapore, Chennai",0,0,₹500
125,Dr. Vaishali Aggarwal,BDS,12 Years Experience Overall,Dentist,"Kamla Nagar, Delhi",93% ,(135 votes),₹300
126,Dr. Rajat Gupta,"MDS - Oral & Maxillofacial Surgery, BDS",13 Years Experience Overall,Dentist,"Andheri West, Mumbai",100% ,(49 votes),₹500
127,Dr. Jamuna Udhayaraja,BDS,42 Years Experience Overall,Dentist,"T Nagar, Chennai",99% ,(67 votes),₹500
128,Dr. Rohith B,"BDS, MDS - Prosthodontist And Crown Bridge",14 Years Experience Overall  (13 years as specialist),Dentist,"Marathahalli, Bangalore",100% ,(32 votes),₹350
129,Dr. Mrunal Burute,"BDS, MDS - Prosthodontist And Crown Bridge",9 Years Experience Overall,Dentist,"Pimpri-Chinchwad, Pune",0,0,₹200
130,Dr. Kirti Takke,BDS,14 Years Experience Overall,Dentist,"Parvati Gaon, Pune",100% ,(26 votes),₹100
131,Dr. Amith Kukke,BDS,20 Years Experience Overall,Dentist,"JP Nagar 2 Phase, Bangalore",95% ,(874 votes),₹500
132,Dr. K Bala Vikhram,"BDS, MDS - Oral & Maxillofacial Surgery",18 Years Experience Overall,Dentist,"HSR Layout, Bangalore",100% ,(21 votes),₹550
133,Dr. Goutham Kumar,BDS,13 Years Experience Overall,Dentist,"Rajendra Nagar, Hyderabad",0,0,₹400
134,Dr. GR Sathya Narayanan,"MDS - Oral & Maxillofacial Surgery, BDS",26 Years Experience Overall,Dentist,"Guduvanchery, Chennai",0,0,₹200
135,Dr. Karandeep Singh,BDS,12 Years Experience Overall,Dentist,"Rohini, Delhi",96% ,(247 votes),₹400
136,Dr. Ritesh Khandelwal,BDS,23 Years Experience Overall,Dentist,"Lonavala, Pune",93% ,(236 votes),₹200
137,Dr. Mathan Mohan,"BDS, MDS - Oral & Maxillofacial Surgery",23 Years Experience Overall,Dentist,"Vanagaram, Chennai",0,0,₹800
138,Dr. Abhidnya Piyush Yeole,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8 Years Experience Overall  (4 years as specialist),Dentist,"Balewadi, Pune",97% ,(67 votes),₹300
139,Dr. D Arun Raj,BDS,7 Years Experience Overall,Dentist,"Chromepet, Chennai",100% ,(46 votes),₹300
140,Dr. Karishma Mohanani,"BDS, MDS - Prosthodontist And Crown Bridge",5 Years Experience Overall,Dentist,"Munnekollal, Bangalore",100% ,(11 votes),₹300
141,Dr. Rudra,BDS,9 Years Experience Overall  (5 years as specialist),Dentist,"Vasundhra Enclave, Delhi",100% ,(15 votes),₹500
142,Dr. Manjunath G S,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI",20 Years Experience Overall,Dentist,"Kalyan Nagar, Bangalore",99% ,(371 votes),₹350
143,Dr. Mayuri Jobanputra Shah,"MDS - Oral & Maxillofacial Surgery, BDS",12 Years Experience Overall,Dentist,"Borivali West, Mumbai",97% ,(59 votes),₹300
144,Dr. Rajesh Sardana,"BDS, MDS, Fellowship in Aesthetic Medicine (FAM)",13 Years Experience Overall  (6 years as specialist),Dentist,"Panchsheel Park, Delhi",0,0,₹900
145,Dr. Rachayta Parikh Gala,"BDS, MDS - Paedodontics And Preventive Dentistry",11 Years Experience Overall,Dentist,"Vileparle West, Mumbai",100% ,(123 votes),₹400
146,Dr. Sana Fatima,BDS,6 Years Experience Overall,Dentist,"Tolichowki, Hyderabad",0,0,₹300
147,Dr. Bipin Muley,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall,Dentist,"Lohegaon, Pune",84% ,(19 votes),₹300
148,Dr. Manak Gupta,"BDS, MDS - Periodontics",16 Years Experience Overall  (9 years as specialist),Dentist,"Dwarka, Delhi",99% ,(591 votes),₹500
149,Dr. M.Srikanth,"BDS, MDS - Prosthodontics",21 Years Experience Overall,Dentist,"Chromepet, Chennai",98% ,(1604 votes),₹400
150,Dr. Tanuja Deshpande,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14 Years Experience Overall  (9 years as specialist),Dentist,"Vileparle East, Mumbai",100% ,(18 votes),₹500
151,Dr. Nikesh Reddy C,"BDS, MDS - Conservative Dentistry & Endodontics",13 Years Experience Overall,Dentist,"Kundalahalli, Bangalore",0,0,₹100
152,Dr. Karthikeyan B.V,"BDS, MDS - Periodontics",22 Years Experience Overall  (16 years as specialist),Dentist,"Yelahanka, Bangalore",92% ,(912 votes),₹300
153,Dr. Preksha Jain,"MDS - Oral Pathology and Oral Microbiology, BDS",12 Years Experience Overall,Dentist,"Mayur Vihar Ph-I, Delhi",0,0,₹400
154,Dr. Urvashi Rooprai,BDS,24 Years Experience Overall,Dentist,"Dwarka, Delhi",0,0,₹500
155,Dr. Akash S. Bhandari,BDS,9 Years Experience Overall,Dentist,"Colaba, Mumbai",100% ,(27 votes),₹500
156,Dr. Anil Sharma,"BDS, MDS - Prosthodontics",27 Years Experience Overall,Dentist,"Munirka, Delhi",98% ,(87 votes),₹500
157,Dr. Savneet Kaur,BDS,19 Years Experience Overall,Dentist,"Sion, Mumbai",100% ,(71 votes),₹150
158,Dr. Rashmi Shetty,"BDS, MDS - Conservative Dentistry & Endodontics",17 Years Experience Overall,Dentist,"Koramangala, Bangalore",99% ,(4152 votes),₹350
159,Dr. Reema Naik Shetty,BDS,19 Years Experience Overall  (18 years as specialist),Dentist,"Jeevanbhimanagar, Bangalore",93% ,(14 votes),₹500
160,Dr. Sandhya,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8 Years Experience Overall  (3 years as specialist),Dentist,"Madhapur, Hyderabad",0,0,₹400
161,Dr. T.Praveen Kumar Reddy,"BDS, MDS - Orthodontics, Master of Public Health (MPH)",21 Years Experience Overall  (19 years as specialist),Dentist,"KPHB, Hyderabad",97% ,(116 votes),₹400
162,Dr. Aswin N,"BDS, MDS - Prosthodontist And Crown Bridge",6 Years Experience Overall,Dentist,"Shenoy Nagar, Chennai",100% ,(22 votes),₹200
163,Dr. Meghal Shah,BDS,16 Years Experience Overall,Dentist,"Vileparle East, Mumbai",99% ,(105 votes),₹400
164,Dr. Jitender Dabas,"MDS - Oral & Maxillofacial Surgery, BDS",13 Years Experience Overall,Dentist,"Dwarka Sector 6, Delhi",0,0,₹500
165,Dr. Sathish Kumar D,BDS,12 Years Experience Overall,Dentist,"Arumbakkam, Chennai",97% ,(413 votes),₹200
166,Dr. Hiten Kalra,"BDS, MDS - Orthodontics",21 Years Experience Overall  (17 years as specialist),Dentist,"Anand Niketan, Delhi",100% ,(230 votes),₹600
167,Dr. Nikita Tilekar,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",9 Years Experience Overall  (5 years as specialist),Dentist,"Sinhagad Road, Pune",100% ,(39 votes),₹300
168,Dr. Anukriti Bansal Aggarwal,BDS,10 Years Experience Overall,Dentist,"Rohini Sector 18, Delhi",100% ,(75 votes),₹400
169,Dr. Aruna,BDS,12 Years Experience Overall,Dentist,"Malleswaram, Bangalore",0,0,₹100
170,Dr. Gaurav Kharbanda,"BDS, MDS - Prosthodontist And Crown Bridge",20 Years Experience Overall,Dentist,"Lajpat Nagar, Delhi",0,0,₹500
171,Dr. Rekha Sharma,BDS,20 Years Experience Overall,Dentist,"Mayur Vihar Ph-II, Delhi",100% ,(42 votes),₹600
172,Dr. Krutika Sail,BDS,3 Years Experience Overall,Dentist,"Dadar West, Mumbai",0,0,0
173,Dr. Gunjan Patel,BDS,14 Years Experience Overall,Dentist,"Mulund West, Mumbai",98% ,(137 votes),₹200
174,Dr. Ameera Parveen,BDS,5 Years Experience Overall,Dentist,"Navalur, Chennai",0,0,₹200
175,Dr. Gaurav Gupta,"BDS, MDS - Orthodontics",18 Years Experience Overall  (13 years as specialist),Dentist,"Wanowrie, Pune",99% ,(300 votes),₹300
176,Dr. Abhinav Misuriya,"MDS - Conservative Dentistry & Endodontics, BDS",17 Years Experience Overall,Dentist,"Hadapsar, Pune",97% ,(228 votes),₹400
177,Dr. Sulabhi Shyam,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,Dentist,"Andheri West, Mumbai",100% ,(75 votes),₹500
178,Dr. Nikhil Goyal,"BDS, MDS - Periodontics",11 Years Experience Overall  (10 years as specialist),Dentist,"Rohini Sector 8, Delhi",97% ,(39 votes),₹200
179,Dr. Rushikesh Desale,"BDS, MDS - Oral & Maxillofacial Surgery",19 Years Experience Overall,Dentist,"Vishrantwadi, Pune",93% ,(101 votes),₹300
180,Dr. Radhika K,BDS,13 Years Experience Overall,Dentist,"Srinagar Colony, Hyderabad",98% ,(41 votes),₹300
181,Dr. Divyangana Madaan Ahuja,"MDS - Conservative Dentistry & Endodontics, BDS",6 Years Experience Overall,Dentist,"Safdarjung Enclave, Delhi",0,0,₹400
182,Dr. Vikram,"MDS - Prosthodontist And Crown Bridge, BDS",9 Years Experience Overall,Dentist,"Ashok Nagar, Chennai",0,0,₹200
183,Dr. Ragavee V,"BDS, MDS - Paedodontics And Preventive Dentistry",3 Years Experience Overall,Dentist,"Palavakkam, Chennai",0,0,₹150
184,Dr. Ameera Lakha,BDS,7 Years Experience Overall,Dentist,"Khar West, Mumbai",100% ,(13 votes),₹500
