,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
23,Dr. Ragupathy V,"MBBS, Diploma in Child Health (DCH), Diplomate of the American Board of Paediatrics",54 Years Experience Overall  (51 years as specialist),Pediatrician,"Thousand Lights, Chennai",0,0,₹700
24,Dr. Rinky Tandon,"MBBS, DNB - Paediatrics",9 Years Experience Overall,Pediatrician,"Hauz Khas, Delhi",0,0,₹1200
25,Dr. Kalpana Sridharan,"MBBS, MD - Pediatrics",44 Years Experience Overall  (41 years as specialist),Pediatrician,"T Nagar, Chennai",0,0,₹400
26,Dr. Chandrika S Bhat,"MBBS, MD - Pediatrics, Fellow of the Royal College of Pediatrics and Child Health (UK)",12 Years Experience Overall  (8 years as specialist),Pediatrician,"Marathahalli, Bangalore",0,0,₹1050
27,Dr. Sagar Bhattad,"MBBS, MD - Pediatrics",13 Years Experience Overall  (9 years as specialist),Pediatrician,"JP Nagar, Bangalore",100% ,(20 votes),₹950
28,Dr. Anand Narnaware,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",14 Years Experience Overall  (7 years as specialist),Pediatrician,"Hadapsar, Pune",97% ,(90 votes),₹400
29,Dr. S.Subramanian,"MBBS, MD - Pediatrics",12 Years Experience Overall  (8 years as specialist),Pediatrician,"Koyambedu, Chennai",100% ,(68 votes),₹400
30,Dr. Aravind S,"MBBS, MD - Pediatrics, DNB - Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",14 Years Experience Overall  (9 years as specialist),Pediatrician,"Aminjikarai, Chennai",0,0,₹750
31,Dr. Archana M,"MBBS, DNB - Paediatrics",13 Years Experience Overall  (8 years as specialist),Pediatrician,"Old Airport Road, Bangalore",0,0,₹750
32,Dr. Bhargavi Arun,"MBBS, MD - Pediatrics",15 Years Experience Overall  (10 years as specialist),Pediatrician,"Kukatpally, Hyderabad",99% ,(79 votes),₹500
33,Dr. Tina Goel,"MBBS, DNB - Paediatrics",21 Years Experience Overall  (13 years as specialist),Pediatrician,"Dwarka, Delhi",98% ,(172 votes),₹600
34,Dr. Deepti T Nair,"MBBS, MD - Pediatrics, DNB - Paediatrics, Fellowship in Neonatology",22 Years Experience Overall  (18 years as specialist),Pediatrician,"Bellandur, Bangalore",98% ,(335 votes),₹850
35,Dr. Subbasiva Prasad,"MBBS, DNB - Paediatrics",9 Years Experience Overall  (5 years as specialist),Pediatrician,"Sahakaranagar, Bangalore",0,0,₹850
36,Dr. Priyanka Udawat,"MBBS, DNB - Paediatrics",9 Years Experience Overall,Pediatrician,"Mahim, Mumbai",0,0,₹2300
37,Dr. Rujuta Kulkarni,"MBBS, MD - Pediatrics",8 Years Experience Overall  (5 years as specialist),Pediatrician,"HSR Layout, Bangalore",100% ,(13 votes),₹1200
38,Dr. Navin Kumar Jain,"MBBS, Diploma in Child Health (DCH)",39 Years Experience Overall  (31 years as specialist),Pediatrician,"Bellandur, Bangalore",0,0,₹650
39,Dr. Vipul Baweja,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",24 Years Experience Overall  (20 years as specialist),Pediatrician,"Pusa Road, Delhi",0,0,₹1000
40,Dr. Lakshmi Menon,"MBBS, MD - Pediatrics",25 Years Experience Overall  (10 years as specialist),Pediatrician,"Bellandur, Bangalore",97% ,(578 votes),₹850
41,Dr. Naresh Lal,"MBBS, MD - Pediatrics, FNB - Pediatric Intensive Care",11 Years Experience Overall  (10 years as specialist),Pediatrician,"Pusa Road, Delhi",0,0,₹800
42,Dr. Varun Prasannaa P,"MBBS, MD - Pediatrics",5 Years Experience Overall,Pediatrician,"Nagarbhavi, Bangalore",0,0,₹300
43,Dr. Aleti Samatha,"MBBS, DNB - Paediatrics",10 Years Experience Overall  (2 years as specialist),Pediatrician,"Nizampet, Hyderabad",0,0,₹500
44,Dr. Cheri Mathews John,"MBBS, Fellow of the Royal College of Pediatrics and Child Health (UK)",28 Years Experience Overall  (15 years as specialist),Pediatrician,"Anna Nagar, Chennai",99% ,(368 votes),₹400
45,Dr. Vikas Verma,"MBBS, MD - Pediatrics",16 Years Experience Overall  (13 years as specialist),Pediatrician,"Janakpuri, Delhi",0,0,₹700
46,Dr. Sameera S Rao,"MBBS, DNB - Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",13 Years Experience Overall  (7 years as specialist),Pediatrician,"Banashankari, Bangalore",100% ,(11 votes),₹500
47,Dr. Archana Kadri,"MBBS, Diploma in Child Health (DCH)",13 Years Experience Overall  (10 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹800
48,Dr. Arti,"MBBS, MD - Pediatrics",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Parel, Mumbai",0,0,₹1750
49,Dr. A J Chitkara,"MBBS, MD - Pediatrics, DNB - Pediatrics",43 Years Experience Overall  (39 years as specialist),Pediatrician,"Shalimar Bagh, Delhi",57% ,(21 votes),₹1400
50,Dr. Sonia Mittal,"DNB - Paediatrics, MBBS",25 Years Experience Overall,Pediatrician,"Shalimar Bagh, Delhi",0,0,₹1000
51,Dr. Amit P Ghawade,"MBBS, DNB - Paediatrics",12 Years Experience Overall  (5 years as specialist),Pediatrician,"Bhosari, Pune",0,0,₹500
52,Dr. Prem Narayan Dubey,"MBBS, MD - Pediatrics",56 Years Experience Overall  (45 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹1500
53,Dr. B P Bansal,"MBBS, Diploma in Child Health (DCH)",14 Years Experience Overall  (12 years as specialist),Pediatrician,"Vasant Kunj, Delhi",0,0,₹600
54,Dr. Badar Shaik,"MBBS, Diploma in Child Health (DCH)",18 Years Experience Overall  (14 years as specialist),Pediatrician,"Bandlaguda, Hyderabad",94% ,(36 votes),₹400
55,Dr. Alpa Shah,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",27 Years Experience Overall  (25 years as specialist),Pediatrician,"Govandi, Mumbai",94% ,(126 votes),₹820
56,Dr. Paras Kumar J,"MBBS, MD - Pediatrics",11 Years Experience Overall  (7 years as specialist),Pediatrician,"Vasanthnagar, Bangalore",93% ,(14 votes),₹700
57,Dr. Sreenath S Manikanti,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Diploma in Child Health (DCH)",27 Years Experience Overall  (11 years as specialist),Pediatrician,"Koramangala, Bangalore",98% ,(1154 votes),₹600
58,Dr. Srikanth B S,"MBBS, DNB - Paediatrics",21 Years Experience Overall  (14 years as specialist),Pediatrician,"Rajajinagar, Bangalore",0,0,₹560
59,Dr. Jaishree Vasudevan,"MBBS, MD - Pediatrics",31 Years Experience Overall  (25 years as specialist),Pediatrician,"Velachery, Chennai",0,0,₹600
60,Dr. Srikanth,"MBBS, DNB - Pediatrics",21 Years Experience Overall  (14 years as specialist),Pediatrician,"Rajajinagar, Bangalore",0,0,₹600
61,Dr. Anbezhil Subbarayan,"MBBS, MD - Pediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics, FRCPCH",24 Years Experience Overall  (18 years as specialist),Pediatrician,"Thousand Lights, Chennai",100% ,(23 votes),₹1000
62,Dr. Prashant Wagh,"MBBS, Diploma in Child Health (DCH)",19 Years Experience Overall  (13 years as specialist),Pediatrician,"Vishrantwadi, Pune",99% ,(101 votes),₹400
63,Dr. Chitra Kailash,"MBBS, Diploma in Child Health (DCH)",43 Years Experience Overall  (20 years as specialist),Pediatrician,"Velachery, Chennai",0,0,₹300
64,Dr. Janaki Narayanan,"MBBS, DNB - Paediatrics",25 Years Experience Overall,Pediatrician,"Bannerghatta Road, Bangalore",100% ,(20 votes),₹800
65,Dr. S Sridevi,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",46 Years Experience Overall  (43 years as specialist),Pediatrician,"Saidabad, Hyderabad",97% ,(33 votes),₹350
66,Dr. Srividya Krishna Moorthy,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",27 Years Experience Overall  (10 years as specialist),Pediatrician,"Whitefield, Bangalore",0,0,₹850
67,Dr. Anamika Dubey,"MBBS, MD - Pediatrics",26 Years Experience Overall  (25 years as specialist),Pediatrician,"Malviya Nagar, Delhi",0,0,₹1100
68,Dr. Sreerekha KB,"MBBS, MD - Pediatrics",12 Years Experience Overall  (11 years as specialist),Pediatrician,"Kundalahalli, Bangalore",0,0,₹700
69,Dr. Sandeep R,"MBBS, MD - Pediatrics, DNB - Neonatology",11 Years Experience Overall  (8 years as specialist),Pediatrician,"Marathahalli, Bangalore",0,0,₹850
70,Dr. Kaarthikeyani.S.S,"MBBS, MD - Pediatrics",9 Years Experience Overall  (5 years as specialist),Pediatrician,"Adyar, Chennai",100% ,(26 votes),₹500
71,Dr. Nalini G Shenoy,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",45 Years Experience Overall  (43 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",94% ,(35 votes),₹800
72,Dr. Rachna Sharma,"MBBS, MD - Pediatrics",19 Years Experience Overall  (18 years as specialist),Pediatrician,"Pusa Road, Delhi",0,0,₹1000
73,Dr. V.Anjali,"MBBS, Diploma in Child Health (DCH)",11 Years Experience Overall  (8 years as specialist),Pediatrician,"Iyyappanthangal, Chennai",99% ,(103 votes),₹300
74,Dr. Pratichi Kadam,"MBBS, MD - Pediatrics",10 Years Experience Overall,Pediatrician,"Santacruz West, Mumbai",0,0,₹1500
75,Dr. Bhupendra S Avasthi,"MBBS, MD - Pediatrics, DNB - Paediatrics",42 Years Experience Overall  (40 years as specialist),Pediatrician,"Santacruz West, Mumbai",92% ,(26 votes),₹2000
76,Dr. Lavenya R P,"MBBS, MD - Pediatrics",17 Years Experience Overall  (12 years as specialist),Pediatrician,"Marathahalli, Bangalore",0,0,₹1100
77,Dr. Pawan Kumar,"MBBS, MD - Pediatrics",21 Years Experience Overall  (16 years as specialist),Pediatrician,"Malviya Nagar, Delhi",99% ,(794 votes),₹1100
78,Dr. Usha Mallinath,"MBBS, MD - Pediatrics, Diplomate of the American Board of Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",21 Years Experience Overall  (18 years as specialist),Pediatrician,"Whitefield, Bangalore",96% ,(181 votes),₹900
79,Dr. Priyalatha Krishnan,"MBBS, DNB - Paediatrics",21 Years Experience Overall  (10 years as specialist),Pediatrician,"Anna Nagar, Chennai",98% ,(41 votes),₹500
80,Dr. Anil Batra,"MBBS, MD - Pediatrics, DNB - Neonatology",22 Years Experience Overall  (17 years as specialist),Pediatrician,"Malviya Nagar, Delhi",95% ,(44 votes),₹1500
81,Dr. Durga Padmaja,"MBBS, MD - Pediatrics",25 Years Experience Overall  (9 years as specialist),Pediatrician,"Secunderabad, Hyderabad",100% ,(16 votes),₹400
82,Dr. Arun Garg,"MBBS, Diploma in Child Health (DCH), Diplomate of the American Board of Paediatrics",21 Years Experience Overall  (17 years as specialist),Pediatrician,"Varthur, Bangalore",99% ,(93 votes),₹600
83,Dr. Ankit Parakh,"MBBS, MD - Pediatrics, DNB - Paediatrics",20 Years Experience Overall  (15 years as specialist),Pediatrician,"Pusa Road, Delhi",95% ,(20 votes),₹1000
84,Dr. Manu Agarwal,"MBBS, MD - Pediatrics",32 Years Experience Overall  (28 years as specialist),Pediatrician,"Panchsheel Park, Delhi",95% ,(457 votes),₹1500
85,Dr. Ajay Gupta,"MBBS, Diploma in Child Health (DCH)",28 Years Experience Overall  (25 years as specialist),Pediatrician,"Laxmi Nagar, Delhi",95% ,(110 votes),₹500
86,Dr. Muzfar Ahmed Yaragatti,"MBBS, MD - Pediatrics",18 Years Experience Overall  (13 years as specialist),Pediatrician,"Electronics City, Bangalore",93% ,(41 votes),₹700
87,Dr. Abnish Kumar,MD - Pediatrics,8 Years Experience Overall  (6 years as specialist),Pediatrician,"Wadala, Mumbai",0,0,₹1000
88,Dr. Ragavan P S,"MBBS, MD - Pediatrics",27 Years Experience Overall  (22 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹850
89,Dr. Rahul Adsul,"Diploma in Child Health (DCH), MBBS",12 Years Experience Overall  (5 years as specialist),Pediatrician,"Hadapsar, Pune",0,0,₹300
90,Dr. Lokanadha Reddy,"MBBS, MD - Pediatrics",12 Years Experience Overall  (7 years as specialist),Pediatrician,"Thanisandra, Bangalore",98% ,(200 votes),₹400
91,Dr. Anshu Sethi,"MD - Pediatrics, MBBS, DM - Neonatology",31 Years Experience Overall  (28 years as specialist),Pediatrician,"Aundh, Pune",96% ,(191 votes),₹500
92,Dr. S.V.S Sreedhar,"MD - Pediatrics, MBBS",15 Years Experience Overall  (11 years as specialist),Pediatrician,"Jubilee Hills, Hyderabad",0,0,₹800
93,Dr. Ram kumar,"MBBS, MD - Pediatrics, DM - Neonatology",14 Years Experience Overall  (11 years as specialist),Pediatrician,"T Nagar, Chennai",0,0,₹600
94,Dr. Prasad Balte,"MBBS, Diploma in Child Health (DCH)",12 Years Experience Overall  (8 years as specialist),Pediatrician,"Baner, Pune",0,0,₹500
95,Dr. Prasanna S Bhat,"MBBS, MD - Pediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",34 Years Experience Overall  (32 years as specialist),Pediatrician,"Patparganj, Delhi",100% ,(20 votes),₹800
96,Dr. Deepa Sharma,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",27 Years Experience Overall,Pediatrician,"Sarita Vihar, Delhi",0,0,₹1500
97,Dr. Shubham Garg,"MD - Pediatrics, MBBS",20 Years Experience Overall  (16 years as specialist),Pediatrician,"Pitampura, Delhi",0,0,₹1000
98,Dr. Arvind Taneja,"MBBS, MD - Pediatrics, Diplomate of the American Board of Paediatrics",52 Years Experience Overall  (48 years as specialist),Pediatrician,"Saket, Delhi",0,0,₹2000
99,Dr. Vijay Bade,"MBBS, Diploma in Child Health (DCH)",18 Years Experience Overall  (13 years as specialist),Pediatrician,"Dighi Camp, Pune",0,0,₹300
100,Dr. Sushanth Shivaswamy,"MBBS, MD - Pediatrics, Fellow of the Royal College of Pediatrics and Child Health (UK)",14 Years Experience Overall,Pediatrician,"Whitefield, Bangalore",0,0,₹600
101,Dr. Shruthi Patel,"MBBS, MD - Pediatrics",8 Years Experience Overall  (4 years as specialist),Pediatrician,"HBR Layout, Bangalore",0,0,₹600
102,Dr. Abhinav Tiwari,"MBBS, Diploma in Child Health (DCH)",11 Years Experience Overall  (9 years as specialist),Pediatrician,"Powai, Mumbai",99% ,(143 votes),₹800
103,Dr. Padmakumar B Patil,"MBBS, MD - Pediatrics, Fellowship in Perinatal Medicine",14 Years Experience Overall  (9 years as specialist),Pediatrician,"Yeshwanthpur, Bangalore",100% ,(71 votes),₹600
104,Dr. Chandrashekar,"MBBS, MD - Pediatrics",21 Years Experience Overall  (11 years as specialist),Pediatrician,"Koramangala 1 Block, Bangalore",100% ,(43 votes),₹500
105,Dr. Ramya Srinath,"MBBS, MD - Pediatrics",7 Years Experience Overall  (1 year as specialist),Pediatrician,"Koramangala, Bangalore",0,0,₹500
106,Dr. Amit Kumar,"MBBS, MD - Pediatrics",19 Years Experience Overall  (13 years as specialist),Pediatrician,"Borivali West, Mumbai",0,0,₹2000
107,Dr. SurendraKumar Tiwari,"MBBS, Diploma in Child Health (DCH)",41 Years Experience Overall  (40 years as specialist),Pediatrician,"Kasavanahalli, Bangalore",0,0,₹700
108,Dr. Merriyet MB,"MBBS, MD - Pediatrics",15 Years Experience Overall  (11 years as specialist),Pediatrician,"Nagasandra, Bangalore",0,0,₹400
109,Dr. Shruti Avinash Bajaj,"MD - Pediatrics, MBBS",14 Years Experience Overall  (9 years as specialist),Pediatrician,"Malad West, Mumbai",0,0,₹2500
110,Dr. Geetha Jayapathy,"MBBS, DNB - Paediatrics",16 Years Experience Overall  (9 years as specialist),Pediatrician,"Saidapet, Chennai",0,0,₹800
111,Dr. Hemchand Krishna Prasad,"MBBS, MD - Pediatrics",17 Years Experience Overall  (13 years as specialist),Pediatrician,"Chetpet, Chennai",100% ,(14 votes),₹700
112,Dr. Poshanna Guddeti,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",14 Years Experience Overall,Pediatrician,"Mehdipatnam, Hyderabad",0,0,₹600
113,Dr. Prashant Abusaria,"MBBS, MD - Pediatrics",6 Years Experience Overall  (3 years as specialist),Pediatrician,"Powai, Mumbai",0,0,₹1000
114,Dr. V. Krishnan,"MBBS, Diploma in Child Health (DCH), Diplomate of the American Board of Paediatrics, FRCPCH",31 Years Experience Overall,Pediatrician,"Jayanagar 9 Block, Bangalore",91% ,(223 votes),₹500
115,Dr. Anil M U,"MBBS, MD - Pediatrics",17 Years Experience Overall  (12 years as specialist),Pediatrician,"Yeshwanthpur, Bangalore",99% ,(406 votes),₹500
116,Dr. Amar Y P,"MBBS, Diploma in Child Health (DCH)",15 Years Experience Overall  (11 years as specialist),Pediatrician,"Mathikere - BEL, Bangalore",99% ,(691 votes),₹400
117,Dr. Vidya Gupta,"MBBS,  FRCP, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",38 Years Experience Overall  (23 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹2000
118,Dr. Prasad Babu.v,"MBBS, MD - Pediatrics",21 Years Experience Overall,Pediatrician,"Bachupally, Hyderabad",0,0,₹300
119,Dr. Vinay H Joshi,"MBBS, MD - Pediatrics",25 Years Experience Overall  (24 years as specialist),Pediatrician,"Malad West, Mumbai",0,0,₹1000
120,Dr. Sumedha Gandotra,"MBBS, DNB - Paediatrics",16 Years Experience Overall  (8 years as specialist),Pediatrician,"Sarjapur Road, Bangalore",99% ,(122 votes),₹650
121,Dr. Ramkar Sayali Raghunath,"MBBS, MD - Pediatrics",5 Years Experience Overall  (1 year as specialist),Pediatrician,"Wagholi, Pune",0,0,₹500
122,Dr. Srinath K.S.,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",27 Years Experience Overall,Pediatrician,"Malleswaram, Bangalore",97% ,(72 votes),₹850
123,Dr. Vasudha N R,"MBBS, MD - Pediatrics",5 Years Experience Overall,Pediatrician,"Marathahalli, Bangalore",0,0,₹1100
124,Dr. Shwetha Priyadarshini,"MD - Pediatrics, MBBS",19 Years Experience Overall  (14 years as specialist),Pediatrician,"Jubilee Hills, Hyderabad",0,0,₹1000
125,Dr. Mounica Reddy,"MD - Pediatrics, MBBS",9 Years Experience Overall  (7 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹1100
126,Dr. Jyoti Bhatia,"MBBS, MD - Pediatrics",23 Years Experience Overall  (19 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1500
127,Dr. Arjun SK,"MD - Pediatrics, MBBS",12 Years Experience Overall  (8 years as specialist),Pediatrician,"Kanakpura Road, Bangalore",99% ,(129 votes),₹850
128,Dr. Subhash Chander Sapra,"Diploma in Child Health (DCH), MBBS",51 Years Experience Overall  (48 years as specialist),Pediatrician,"Shakti Nagar, Delhi",98% ,(54 votes),₹800
129,Dr. Varsha Saxena,"MBBS, MD - Pediatrics",31 Years Experience Overall  (26 years as specialist),Pediatrician,"HSR Layout, Bangalore",98% ,(856 votes),₹600
130,Dr. Jayakumar Reddy,"MBBS, MD - Pediatrics",24 Years Experience Overall  (19 years as specialist),Pediatrician,"Thousand Lights, Chennai",100% ,(13 votes),₹500
131,Dr. Tejal Risbud Rao,"MBBS, MD - Pediatrics",15 Years Experience Overall  (11 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",100% ,(41 votes),₹800
132,Dr. Prahlad,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",22 Years Experience Overall,Pediatrician,"Saidapet, Chennai",73% ,(11 votes),₹950
133,Dr. Kumari Vinita,"MBBS, Diploma in Child Health (DCH)",21 Years Experience Overall  (18 years as specialist),Pediatrician,"Old Airport Road, Bangalore",0,0,₹850
134,Dr. Sambhaji S. Mahadik,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",16 Years Experience Overall  (10 years as specialist),Pediatrician,"Baner, Pune",98% ,(59 votes),₹500
135,Dr. Mallesh U,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",16 Years Experience Overall  (10 years as specialist),Pediatrician,"Horamavu, Bangalore",92% ,(37 votes),₹300
136,Dr. Kamlesh Haria,"MBBS, MD - Pediatrics",22 Years Experience Overall,Pediatrician,"Mahim, Mumbai",0,0,₹1300
137,Dr. Shekhar Biswas,"MBBS, MD - Pediatrics",17 Years Experience Overall  (11 years as specialist),Pediatrician,"Rohini, Delhi",99% ,(185 votes),₹600
138,Dr. Rafat Trivedi,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",18 Years Experience Overall  (14 years as specialist),Pediatrician,"Saket, Delhi",0,0,₹1200
139,Dr. Rathna Priyadharshini,"Diploma in Child Health (DCH), MBBS",7 Years Experience Overall  (6 years as specialist),Pediatrician,"Alwarthirunagar, Chennai",0,0,₹250
140,Dr. Nameet Jerath,"MBBS, MD - Pediatrics",23 Years Experience Overall  (22 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹1000
141,Dr. Abdul Ahad,"MBBS, MD - Pediatrics",9 Years Experience Overall  (5 years as specialist),Pediatrician,"Thousand Lights, Chennai",0,0,₹1200
142,Dr. Neeta Kejriwal,"MBBS, MD - Pediatrics",24 Years Experience Overall  (17 years as specialist),Pediatrician,"Dwarka Sector 6, Delhi",0,0,₹900
143,Dr. V. K. Gupta,"MD - Pediatrics, Diploma in Child Health (DCH), MBBS",48 Years Experience Overall  (46 years as specialist),Pediatrician,"Dwarka Sector 12, Delhi",95% ,(40 votes),₹800
144,Dr. B.Suba Rajinikanth,"MBBS, DNB - Paediatrics",21 Years Experience Overall  (15 years as specialist),Pediatrician,"Aminjikarai, Chennai",0,0,₹800
145,Dr. Aseem Anoop Barthwal,"DNB - Paediatrics, MBBS",14 Years Experience Overall  (8 years as specialist),Pediatrician,"Borivali East, Mumbai",0,0,₹800
146,Dr. Prajna Purushottam Shriyan,"MBBS, Diploma in Child Health (DCH)",13 Years Experience Overall  (6 years as specialist),Pediatrician,"Andheri West, Mumbai",0,0,₹800
147,Dr. Vinay Kumar Aggarwal,"MBBS, Diploma in Child Health (DCH)",39 Years Experience Overall,Pediatrician,"Saket, Delhi",0,0,₹2000
148,Dr. Poonam Shetty,"MBBS, MD - Pediatrics",15 Years Experience Overall  (10 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",94% ,(18 votes),₹850
149,Dr. Vipul Mehrotra,"MBBS, Diploma in Child Health (DCH),  FCPS - Child Health",28 Years Experience Overall  (25 years as specialist),Pediatrician,"Andheri East, Mumbai",98% ,(1755 votes),₹1500
150,Dr. Prashanth Sankar,"MBBS, Diploma in Child Health (DCH)",12 Years Experience Overall  (9 years as specialist),Pediatrician,"Porur, Chennai",99% ,(4175 votes),₹400
151,Dr. Nikhil Raghave,"MBBS, MD - Pediatrics",11 Years Experience Overall  (6 years as specialist),Pediatrician,"Kalkaji, Delhi",0,0,₹700
