,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
37,Dr. Naveen S K,"MBBS, DOMS",18 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Whitefield, Bangalore",Bangalore,0,0,₹800
38,Dr. Swati Prasad,"DO, MBBS",20 Years Experience Overall  (16 years as specialist),Ophthalmologist,"JP Nagar 7 Phase, Bangalore",Bangalore,100%,(17 votes),₹500
39,Dr. Lavanya Marineni,MS - Ophthalmology,13 Years Experience Overall  (11 years as specialist),Ophthalmologist,"Yelahanka New Town, Bangalore",Bangalore,0,0,₹500
40,Dr. Dipali Ghanshyam Prabhu,"MBBS, MS - Ophthalmology",19 Years Experience Overall,Ophthalmologist,"Whitefield, Bangalore",Bangalore,0,0,₹800
41,Dr. Karthik Sriprakash,"MS - Ophthalmology, MBBS",6 Years Experience Overall  (5 years as specialist),Ophthalmologist,"HBR Layout, Bangalore",Bangalore,0,0,₹500
42,Dr. Mukta Shrivastava,"MBBS, DOMS",21 Years Experience Overall  (17 years as specialist),Ophthalmologist,"Millers Road, Bangalore",Bangalore,100%,(31 votes),₹1000
43,Dr. Mridula Pentapati,"MBBS, MS - Ophthalmology",20 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Hebbal, Bangalore",Bangalore,0,0,₹800
44,Dr. Lakshmi Krupa,"MBBS, DNB - Ophthalmology",17 Years Experience Overall  (12 years as specialist),Ophthalmologist,"Old Airport Road, Bangalore",Bangalore,0,0,₹750
45,Dr. Bhargavi Pawar,"MBBS, MS - Ophthalmology",14 Years Experience Overall,Ophthalmologist,"Kundalahalli, Bangalore",Bangalore,100%,(11 votes),₹600
46,Dr. Mahabaleswar,"MD - Ophthalmology, MBBS",44 Years Experience Overall,Ophthalmologist,"Koramangala 5 Block, Bangalore",Bangalore,0,0,₹650
47,Dr. Poonam Yadav,"MBBS, DNB - Ophthalmology",19 Years Experience Overall,Ophthalmologist,"Sarjapur Road, Bangalore",Bangalore,0,0,₹700
48,Dr. Neelima Aalap Shah,"MBBS, DO, Master of Public Health (MPH), MS - Ophthalmology",15 Years Experience Overall,Ophthalmologist,"Padmanabhanagar, Bangalore",Bangalore,0,0,₹300
49,Dr. Mohammed Sadiq,"MBBS, MS - Ophthalmology",18 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Sarjapur Road, Bangalore",Bangalore,0,0,₹700
50,Dr. Ulka G. Bhokare,"MBBS, MS - Ophthalmology",16 Years Experience Overall,Ophthalmologist,"Kundalahalli, Bangalore",Bangalore,82%,(11 votes),₹600
51,Dr. Sangeetalaxmi G Kulkari,"MBBS, DNB - Ophthalmology",20 Years Experience Overall  (16 years as specialist),Ophthalmologist,"Malleswaram, Bangalore",Bangalore,0,0,0
52,Dr. Ram.S. Mirlay,"MBBS, MS - Ophthalmology",32 Years Experience Overall,Ophthalmologist,"Shivaji Nagar, Bangalore",Bangalore,97%,(39 votes),₹700
53,Dr. Archana S,"MBBS, DOMS, DNB - Ophthalmology",18 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Pulikeshi Nagar, Bangalore",Bangalore,0,0,₹500
54,Dr. Rekha B Patil,"MBBS, MS - Ophthalmology",17 Years Experience Overall  (11 years as specialist),Ophthalmologist,"Cunningham Road, Bangalore",Bangalore,0,0,₹700
55,Dr. Preeti G Kale,"MBBS, DNB - Ophthalmology",11 Years Experience Overall,Ophthalmologist,"Sampangiramnagar, Bangalore",Bangalore,0,0,₹800
56,Dr. Madhura M Adiga,"MBBS, DNB - Ophthalmology",15 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Yelahanka New Town, Bangalore",Bangalore,0,0,₹500
57,Dr. Deepika Dorothy John,"MBBS, MS - Ophthalmology",10 Years Experience Overall,Ophthalmologist,"Kammana Halli, Bangalore",Bangalore,0,0,₹200
58,Dr. Sreepathi,"MBBS, MS - Ophthalmology",12 Years Experience Overall,Ophthalmologist,"Yelahanka New Town, Bangalore",Bangalore,0,0,₹500
59,Dr. Anupama Janardhanan,"MBBS, MS - Ophthalmology",4 Years Experience Overall  (3 years as specialist),Ophthalmologist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹500
60,Dr. Ravi D,"MBBS, DO, MS - Ophthalmology",27 Years Experience Overall  (20 years as specialist),Ophthalmologist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹500
61,Dr. Jyothsna R,"MBBS, MS - Ophthalmology",19 Years Experience Overall,Ophthalmologist,"Pulikeshi Nagar, Bangalore",Bangalore,0,0,₹500
62,Dr. Bindiya Hapani,"MBBS, MS - Ophthalmology",16 Years Experience Overall  (13 years as specialist),Ophthalmologist,"Koramangala, Bangalore",Bangalore,0,0,₹500
63,Dr. Mahima Mahesh,"MBBS, DO",15 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Pulikeshi Nagar, Bangalore",Bangalore,0,0,₹500
64,Dr. Mayanka Nayak,"MBBS, DOMS",7 Years Experience Overall  (5 years as specialist),Ophthalmologist,"Whitefield, Bangalore",Bangalore,0,0,₹600
65,Dr. Pramod Kumar H.N,"MBBS, MS - Ophthalmology",11 Years Experience Overall  (8 years as specialist),Ophthalmologist,"Vinayaka Nagar, Bangalore",Bangalore,0,0,₹400
66,Dr. Vidhya N P,"MBBS, MS - Ophthalmology",5 Years Experience Overall,Ophthalmologist,"Ashoknagar, Bangalore",Bangalore,0,0,₹800
67,Dr. Hemanth Kumar K,"MBBS, MS - Ophthalmology",10 Years Experience Overall  (6 years as specialist),Ophthalmologist,"Indiranagar, Bangalore",Bangalore,0,0,₹600
68,Dr. Yazhini Tamilmani,"MBBS, MS - Ophthalmology",6 Years Experience Overall,Ophthalmologist,"Vinayaka Nagar, Bangalore",Bangalore,0,0,₹400
69,Dr. Venkatesh Babu S,"MBBS, MS - Ophthalmology",21 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Banashankari, Bangalore",Bangalore,0,0,₹400
70,Dr. Jaya Sudha B R,"MBBS, DO",21 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Shivaji Nagar, Bangalore",Bangalore,0,0,₹500
71,Dr. Nyla Salahuddin,"MBBS, MS - Ophthalmology",16 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Yelahanka New Town, Bangalore",Bangalore,0,0,₹500
72,Dr. Amod Nayak,"MBBS, MS - Ophthalmology",13 Years Experience Overall,Ophthalmologist,"Whitefield, Bangalore",Bangalore,64%,(11 votes),₹600
73,Dr. Sanjana Vatsa,"MBBS, MS - Ophthalmology",8 Years Experience Overall  (7 years as specialist),Ophthalmologist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹500
74,Dr. Supriya Bhagat,"MBBS, MS - Ophthalmology",18 Years Experience Overall  (12 years as specialist),Ophthalmologist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹500
75,Dr. Mohan Raj,"MBBS, MD - Ophthalmology",15 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹500
76,Dr. Namrata S Panoli,"MBBS, DNB - Ophthalmology",12 Years Experience Overall,Ophthalmologist,"Indiranagar, Bangalore",Bangalore,0,0,₹600
77,Dr. Rajashree S Prabhu,"MBBS, MS - Ophthalmology",11 Years Experience Overall  (8 years as specialist),Ophthalmologist,"Kammana Halli, Bangalore",Bangalore,0,0,₹500
78,Dr. Ruchita Falera,"MBBS, MD - Ophthalmology",11 Years Experience Overall  (8 years as specialist),Ophthalmologist,"Shivaji Nagar, Bangalore",Bangalore,0,0,₹500
79,Dr. Jammie B Blah,"MBBS, MD - Ophthalmology",13 Years Experience Overall,Ophthalmologist,"Whitefield, Bangalore",Bangalore,0,0,₹600
80,Dr. Mridula Venugopal,"MBBS, MS - Ophthalmology",10 Years Experience Overall  (6 years as specialist),Ophthalmologist,"HSR Layout, Bangalore",Bangalore,0,0,₹600
81,Dr. Sweta Patel,"MBBS, DO, DNB - Ophthalmology",8 Years Experience Overall  (5 years as specialist),Ophthalmologist,"Whitefield, Bangalore",Bangalore,0,0,₹700
82,Dr. Kailash P Chhabria,"MBBS, DO, DNB - Ophthalmology",11 Years Experience Overall  (7 years as specialist),Ophthalmologist,"Malleswaram, Bangalore",Bangalore,0,0,₹650
83,Dr. Vimal Parmar,"MBBS, DOMS",19 Years Experience Overall  (16 years as specialist),Ophthalmologist,"MG Road, Pune",Pune,97%,(673 votes),₹499
84,Dr. Vijay Parbatani,"MBBS, MS - Ophthalmology",22 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Shastri Nagar, Pune",Pune,95%,(276 votes),₹699
85,Dr. Anita Videkar Kumthekar,"MBBS, DOMS",11 Years Experience Overall,Ophthalmologist,"Kothrud, Pune",Pune,0,0,₹500
86,Dr. Kavita Kasav,"MBBS, DOMS",17 Years Experience Overall  (13 years as specialist),Ophthalmologist,"Hadapsar, Pune",Pune,99%,(138 votes),₹500
87,Dr. Baban C Dolas,"MBBS, MS - Ophthalmology",25 Years Experience Overall  (21 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,0,0,₹500
88,Dr. Kaushik Shah,"MBBS, DNB - Ophthalmology",23 Years Experience Overall  (16 years as specialist),Ophthalmologist,"Pimpri-Chinchwad, Pune",Pune,97%,(912 votes),₹500
89,Dr. Anagha Behere,"MBBS, DNB - Ophthalmology, DOMS",27 Years Experience Overall  (24 years as specialist),Ophthalmologist,"Aundh, Pune",Pune,99%,(1299 votes),₹600
90,Dr. Vrushali Inamke,"MBBS, DOMS",14 Years Experience Overall,Ophthalmologist,"Wakad, Pune",Pune,97%,(529 votes),₹400
91,Dr. Vaishali Sathe,"MBBS, DNB - Ophthalmology",19 Years Experience Overall  (14 years as specialist),Ophthalmologist,"Aundh, Pune",Pune,98%,(662 votes),₹500
92,Dr. Anand Deshpande,"MBBS, DOMS",22 Years Experience Overall  (16 years as specialist),Ophthalmologist,"Paud Road, Pune",Pune,82%,(39 votes),₹500
93,Dr. Dipti Murkute (Pansare),"MBBS, DNB - Ophthalmology",19 Years Experience Overall  (13 years as specialist),Ophthalmologist,"Kharadi, Pune",Pune,97%,(521 votes),₹600
94,Dr. Aditi Adsule,"MS - Ophthalmology, DNB - Ophthalmology, DOMS, FCPS- Ophthalmology, MBBS",12 Years Experience Overall,Ophthalmologist,"Wakad, Pune",Pune,99%,(213 votes),₹550
95,Dr. Mukesh Paryani,"MBBS, DNB - Ophthalmology",15 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Wanowrie, Pune",Pune,100%,(146 votes),₹500
96,Dr. Ajit kumar,MS - Ophthalmology,31 Years Experience Overall,Ophthalmologist,"Hadapsar, Pune",Pune,100%,(14 votes),₹500
97,Dr. Pratibha Patil Chumbale,"DNB - Ophthalmology, MBBS",17 Years Experience Overall  (13 years as specialist),Ophthalmologist,"Kharadi, Pune",Pune,100%,(64 votes),₹500
98,Dr. Dhanaashree Ratnaparkhi Deshmukh,"MBBS, DNB - Ophthalmology",18 Years Experience Overall  (12 years as specialist),Ophthalmologist,"Pimpri-Chinchwad, Pune",Pune,0,0,₹400
99,Dr. Bhagwan Jogdand,"MBBS, DOMS",17 Years Experience Overall  (11 years as specialist),Ophthalmologist,"Pimpri-Chinchwad, Pune",Pune,0,0,₹400
100,Dr. Hetal Mehta,"MBBS, MS - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology), MRCS (UK)",11 Years Experience Overall  (7 years as specialist),Ophthalmologist,"Sangvi, Pune",Pune,100%,(32 votes),₹500
101,Dr. Arundhati Kale Sidhaye,"MBBS, DNB - Ophthalmology, DOMS",25 Years Experience Overall  (23 years as specialist),Ophthalmologist,"Kothrud, Pune",Pune,95%,(58 votes),₹800
102,Dr. Tushar Waghule,"MBBS, DNB - Ophthalmology",13 Years Experience Overall  (12 years as specialist),Ophthalmologist,"Hadapsar, Pune",Pune,0,0,₹400
103,Dr. Prabodhini Gupta,"MBBS, MS - Ophthalmology",38 Years Experience Overall  (37 years as specialist),Ophthalmologist,"Aundh, Pune",Pune,85%,(61 votes),₹400
104,Dr. Kuldeep Dole,"MBBS, MS - Ophthalmology",25 Years Experience Overall  (20 years as specialist),Ophthalmologist,"Deccan Gymkhana, Pune",Pune,0,0,₹500
105,Dr. Nikhil V. Rishikeshi,"MBBS, DOMS",24 Years Experience Overall  (22 years as specialist),Ophthalmologist,"Deccan Gymkhana, Pune",Pune,98%,(92 votes),₹300
106,Dr. Gajanan Pendkar,"MBBS, MS - Ophthalmology",19 Years Experience Overall  (6 years as specialist),Ophthalmologist,"Wagholi, Pune",Pune,96%,(24 votes),₹300
107,Dr. Rajneesh Pawar,"MS - Ophthalmology, MBBS",31 Years Experience Overall  (27 years as specialist),Ophthalmologist,"Camp, Pune",Pune,100%,(16 votes),₹700
108,Dr. Piyush Jain,"MBBS, MS - Ophthalmology",15 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Kondhwa, Pune",Pune,95%,(20 votes),₹400
109,Dr. Ashwini Misal,"MBBS, DOMS",21 Years Experience Overall  (19 years as specialist),Ophthalmologist,"Pashan, Pune",Pune,0,0,₹400
110,Dr. Sachin Bodhale,"MBBS, MS - Ophthalmology",25 Years Experience Overall  (20 years as specialist),Ophthalmologist,"Wadgaon Sheri, Pune",Pune,67%,(30 votes),₹520
111,Dr. Anand Palimkar,"MBBS, MS - Ophthalmology",25 Years Experience Overall  (21 years as specialist),Ophthalmologist,"Viman Nagar, Pune",Pune,96%,(646 votes),₹600
112,Dr. Vitthal Satav,"MBBS, DOMS",25 Years Experience Overall  (23 years as specialist),Ophthalmologist,"Viman Nagar, Pune",Pune,97%,(293 votes),₹500
113,Dr. Shilpa Patil,"MBBS, DOMS, DNB - Ophthalmology, FCPS- Ophthalmology",19 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,98%,(303 votes),₹400
114,Dr. Farida Ravat,"MBBS, MS - Ophthalmology",19 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Wakad, Pune",Pune,100%,(371 votes),₹500
115,Dr. Pritam Shingavi,"MBBS, DO, DNB - Ophthalmology",27 Years Experience Overall  (22 years as specialist),Ophthalmologist,"Satara Road, Pune",Pune,0,0,₹500
116,Dr. Nitin Prabhudesai,"MS - Ophthalmology, MBBS, DOMS",28 Years Experience Overall,Ophthalmologist,"Kothrud, Pune",Pune,95%,(574 votes),₹1000
117,Dr. Supriya Agashe Wanpal,"MBBS, DNB - Ophthalmology",14 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Kothrud, Pune",Pune,98%,(247 votes),₹400
118,Dr. Arundhati Pande,"MBBS, DOMS, DNB - Ophthalmology",21 Years Experience Overall  (17 years as specialist),Ophthalmologist,"Aundh, Pune",Pune,95%,(222 votes),₹500
119,Dr. Medha Prabhudesai,"MBBS, DOMS",27 Years Experience Overall,Ophthalmologist,"Kothrud, Pune",Pune,100%,(26 votes),₹1000
120,Dr. Ajita Garud Shinde,"MBBS, MS - Ophthalmology",16 Years Experience Overall  (7 years as specialist),Ophthalmologist,"Wakad, Pune",Pune,0,0,₹300
121,Dr. Neeta Gadkari,"MS - Ophthalmology, MBBS",34 Years Experience Overall  (31 years as specialist),Ophthalmologist,"Deccan Gymkhana, Pune",Pune,98%,(308 votes),₹600
122,Dr. Prafulla Kumar Aras,"MBBS, MS - Ophthalmology",40 Years Experience Overall  (36 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,0,0,₹600
123,Dr. Jeevan Kale,"MBBS, MS - Ophthalmology",17 Years Experience Overall  (12 years as specialist),Ophthalmologist,"Paud Road, Pune",Pune,0,0,₹500
124,Dr. Snehal Wakchaure,"MBBS, DOMS",15 Years Experience Overall  (13 years as specialist),Ophthalmologist,"Vishrantwadi, Pune",Pune,97%,(37 votes),₹500
125,Dr. Bhushan Wadekar,"MBBS, MD - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology)",15 Years Experience Overall  (11 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,100%,(369 votes),₹800
126,Dr. Amit Chaudhari,"MBBS, MS - Ophthalmology",11 Years Experience Overall  (6 years as specialist),Ophthalmologist,"Akurdi, Pune",Pune,84%,(19 votes),₹350
127,Dr. Suni Abraham,"MBBS, DNB - Ophthalmology",20 Years Experience Overall  (7 years as specialist),Ophthalmologist,"Viman Nagar, Pune",Pune,0,0,₹500
128,Dr. Sharoon Shitole,"MBBS, MS - Ophthalmology",15 Years Experience Overall  (11 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,96%,(689 votes),₹400
129,Dr. Mayur Jawale,"MBBS, MS - Ophthalmology",18 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Sadashiv Peth, Pune",Pune,86%,(14 votes),₹500
130,Dr. Muralidhar Alavandi,MBBS,32 Years Experience Overall,Ophthalmologist,"Viman Nagar, Pune",Pune,92%,(13 votes),₹500
131,Dr. Sonali Rohan Nahar,"DOMS, MBBS",20 Years Experience Overall  (16 years as specialist),Ophthalmologist,"JM Road, Pune",Pune,100%,(79 votes),₹700
132,Dr. Seema Mane,"MBBS, MS - Ophthalmology",16 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,0,0,₹500
133,Dr. Nidhi Patwardhan,"MBBS, DOMS",19 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,0,0,₹800
134,Dr. Sourabh Patwardhan,"MBBS, MD - Ophthalmology",17 Years Experience Overall  (15 years as specialist),Ophthalmologist,"Pimple Saudagar, Pune",Pune,0,0,₹800
135,Dr. Ashwini Mahajan,"MBBS, MS - Ophthalmology",9 Years Experience Overall  (6 years as specialist),Ophthalmologist,"Kothrud, Pune",Pune,94%,(16 votes),₹400
136,Dr. Metta Padma Lakshmi,"MBBS, DO",20 Years Experience Overall,Ophthalmologist,"Aundh, Pune",Pune,0,0,₹500
137,Dr. Sudhir Baburdikar,"MBBS, MS - Ophthalmology",18 Years Experience Overall,Ophthalmologist,"Aundh, Pune",Pune,0,0,₹500
138,Dr. Aarati Desai,"MBBS, FCPS- Ophthalmology, DNB - Ophthalmology, DOMS",17 Years Experience Overall,Ophthalmologist,"Erandwane, Pune",Pune,0,0,₹500
139,Dr. Ashis Ghosh,"MBBS, MS - Ophthalmology",13 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Hadapsar, Pune",Pune,0,0,₹500
140,Dr. Prasanna Uday Patil,"MBBS, MS - Ophthalmology",10 Years Experience Overall  (6 years as specialist),Ophthalmologist,"Viman Nagar, Pune",Pune,0,0,₹600
141,Dr. Shweta Jain,"MBBS, DNB - Ophthalmology",10 Years Experience Overall  (8 years as specialist),Ophthalmologist,"Paschim Vihar, Delhi",Delhi,97%,(106 votes),₹499
142,Dr. Abhiyan Kumar Pattnaik,"DO, MBBS",22 Years Experience Overall  (17 years as specialist),Ophthalmologist,"Lajpat Nagar III, Delhi",Delhi,95%,(237 votes),₹500
143,Dr. Rakesh Mahajan,"MBBS, DO",36 Years Experience Overall,Ophthalmologist,"Pitampura, Delhi",Delhi,0,0,₹500
144,Dr. Varun Gogia,"MBBS, MD - Ophthalmology",15 Years Experience Overall  (11 years as specialist),Ophthalmologist,"Lajpat Nagar 4, Delhi",Delhi,99%,(539 votes),₹800
145,Dr. Ankush Mutreja,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology)",14 Years Experience Overall  (10 years as specialist),Ophthalmologist,"Dwarka, Delhi",Delhi,92%,(142 votes),₹699
146,Dr. Lagan Paul Mutreja,"MBBS, MS - Ophthalmology",12 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Dwarka, Delhi",Delhi,0,0,₹500
147,Dr. Deepankur Mahajan,"MD - Ophthalmology, MBBS",16 Years Experience Overall  (13 years as specialist),Ophthalmologist,"Pitampura, Delhi",Delhi,91%,(11 votes),₹1000
148,Dr. Alkesh Chaudary,"MS - Ophthalmology, MBBS",29 Years Experience Overall,Ophthalmologist,"Greater Kailash Part 2, Delhi",Delhi,0,0,₹1000
149,Dr. Rajat Jain,"MBBS, MS - Ophthalmology",15 Years Experience Overall  (12 years as specialist),Ophthalmologist,"Delhi, Delhi",Delhi,86%,(28 votes),₹599
150,Dr. Robin Aggarwal,"MD - Physician, DO",12 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Panchsheel Park, Delhi",Delhi,0,0,₹699
151,Dr. Manik Mittal,"MBBS, MD - Ophthalmology",12 Years Experience Overall  (9 years as specialist),Ophthalmologist,"Paschim Vihar, Delhi",Delhi,98%,(56 votes),₹699
