,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
15,Dr. Sushruth,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (5 years as specialist),Psychiatrist,"Indiranagar, Bangalore",Bangalore,98%,(359 votes),₹750
16,Dr. Krishen Ranganath,"MBBS, MRCPsych, Diploma in Clinical Psychiatry",22 Years Experience Overall  (16 years as specialist),Psychiatrist,"Richmond Town, Bangalore",Bangalore,99%,(106 votes),₹1600
17,Dr. Shivadev M,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (12 years as specialist),Psychiatrist,"Koramangala 6 Block, Bangalore",Bangalore,99%,(238 votes),₹1000
18,Dr. Vijayakumar D.R,"MBBS, DPM (Psychiatry)",28 Years Experience Overall  (25 years as specialist),Psychiatrist,"Whitefield, Bangalore",Bangalore,85%,(33 votes),₹1700
19,Dr. Satish Ramaiah,"MBBS, MRCPsych",21 Years Experience Overall  (12 years as specialist),Psychiatrist,"Yelahanka, Bangalore",Bangalore,98%,(1413 votes),₹1500
20,Dr. Naveen Jayaram,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (10 years as specialist),Psychiatrist,"Whitefield, Bangalore",Bangalore,98%,(841 votes),₹1500
21,Dr. Anand Jayaraman,"MBBS, MRCPsych",25 Years Experience Overall  (19 years as specialist),Psychiatrist,"Millers Road, Bangalore",Bangalore,87%,(45 votes),₹1000
22,Dr. Vinutha R,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Vidyaranyapura, Bangalore",Bangalore,0,0,₹1500
23,Dr. Divya Ganesh Nallur,"MBBS, MRCPsych, Master of Psychiatry - MPSY",22 Years Experience Overall  (17 years as specialist),Psychiatrist,"Indiranagar, Bangalore",Bangalore,95%,(281 votes),₹2000
24,Dr. Khushboo Dewani,"M.D. (Psychiatry), MBBS",8 Years Experience Overall  (3 years as specialist),Psychiatrist,"Nagarbhavi, Bangalore",Bangalore,99%,(101 votes),₹750
25,Dr. Bhargavaraman R P,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",22 Years Experience Overall  (17 years as specialist),Psychiatrist,"Koramangala, Bangalore",Bangalore,100%,(26 votes),₹1600
26,Dr. Lavanya,"MBBS, DPM (Psychiatry)",17 Years Experience Overall  (6 years as specialist),Psychiatrist,"Vidyaranyapura, Bangalore",Bangalore,72%,(18 votes),₹1500
27,Dr. Sreelakshmi Sharma,"MBBS, M.D. (Psychiatry)",7 Years Experience Overall  (3 years as specialist),Psychiatrist,"Indiranagar, Bangalore",Bangalore,100%,(18 votes),₹1400
28,Dr. Gajanan Kulkarni,"MBBS, Diploma in Psychiatry, M.D. (Psychiatry)",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Jayanagar, Bangalore",Bangalore,97%,(35 votes),₹1000
29,Dr. Lakshmi S,"MBBS, DPM (Psychiatry), M.D. (Psychiatry)",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Banashankari 3rd Stage, Bangalore",Bangalore,97%,(33 votes),₹900
30,Dr. Sarika Manoli,"MBBS, M.D. (Psychiatry)",20 Years Experience Overall  (12 years as specialist),Psychiatrist,"BTM Layout 2nd Stage, Bangalore",Bangalore,72%,(366 votes),₹1200
31,Dr. Shreedhar K B,"MBBS, DPM (Psychiatry), DNB - Psychiatry, Fellow of the Royal Australian and New Zealand College of Psychiatrists (FRANZCP)",20 Years Experience Overall  (18 years as specialist),Psychiatrist,"Koramangala, Bangalore",Bangalore,100%,(22 votes),₹1600
32,Dr. Vyjayanti Bonanthaya,"MBBS, M.D. (Psychiatry)",34 Years Experience Overall  (30 years as specialist),Psychiatrist,"Old Airport Road, Bangalore",Bangalore,81%,(32 votes),₹900
33,Dr. Raja Hiremani,"MBBS, M.D. (Psychiatry), Fellow of the Royal Australian and New Zealand College of Psychiatrists (FRANZCP)",20 Years Experience Overall  (16 years as specialist),Psychiatrist,"Koramangala, Bangalore",Bangalore,96%,(49 votes),₹1600
34,Dr. Venkatesh Babu G M,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (10 years as specialist),Psychiatrist,"Bannerghatta Road, Bangalore",Bangalore,85%,(94 votes),₹1000
35,Dr. Karthik K N,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (8 years as specialist),Psychiatrist,"Jayanagar, Bangalore",Bangalore,86%,(21 votes),₹850
36,Dr. Megha Mahajan,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (9 years as specialist),Psychiatrist,"Bannerghatta Road, Bangalore",Bangalore,87%,(15 votes),₹850
37,Dr. Yamini D,"MBBS, M.D. (Psychiatry)",7 Years Experience Overall,Psychiatrist,"Yelahanka, Bangalore",Bangalore,92%,(13 votes),₹1000
38,Dr. Swapna B,"MBBS, M.D. (Psychiatry)",20 Years Experience Overall  (14 years as specialist),Psychiatrist,"HSR Layout, Bangalore",Bangalore,89%,(18 votes),₹1200
39,Dr. Sabina Rao,"MBBS, Diplomate of American Board of Psychiatry and Neurology",22 Years Experience Overall  (14 years as specialist),Psychiatrist,"Sarjapur Road, Bangalore",Bangalore,93%,(55 votes),₹1100
40,Dr. Vinod Kumar,"Diploma in Clinical Psychiatry, MBBS, MRCPsych",27 Years Experience Overall  (21 years as specialist),Psychiatrist,"St.John's Road, Bangalore",Bangalore,0,0,₹1400
41,Dr. Poornima C,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (4 years as specialist),Psychiatrist,"HRBR Layout, Bangalore",Bangalore,0,0,₹700
42,Dr. Guru Prakash K V,"M.D. (Psychiatry), MBBS",16 Years Experience Overall  (4 years as specialist),Psychiatrist,"Vijayanagar, Bangalore",Bangalore,100%,(132 votes),₹1000
43,Dr. Shradha Shejekar,"M.D. (Psychiatry), MBBS",9 Years Experience Overall  (3 years as specialist),Psychiatrist,"HBR Layout, Bangalore",Bangalore,0,0,₹1500
44,Dr. Valli Kiran Manduva,"MBBS, DPM (Psychiatry)",21 Years Experience Overall  (16 years as specialist),Psychiatrist,"Rajarajeshwarinagar, Bangalore",Bangalore,0,0,₹1200
45,Dr. Anitha Chandra,"MBBS, MRCPsych, CCT - Old Age Psychiatry",22 Years Experience Overall  (12 years as specialist),Psychiatrist,"Sahakaranagar, Bangalore",Bangalore,0,0,₹1100
46,Dr. Varsha B G,"MBBS, DNB - Psychiatry",6 Years Experience Overall,Psychiatrist,"Nagasandra, Bangalore",Bangalore,0,0,₹750
47,Dr. Bhavya K Bairy,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (7 years as specialist),Psychiatrist,"Sampangiramnagar, Bangalore",Bangalore,0,0,₹1200
48,Dr. Vachana,"MBBS, M.D. (Psychiatry)",6 Years Experience Overall  (3 years as specialist),Psychiatrist,"Whitefield, Bangalore",Bangalore,0,0,₹1000
49,Dr. Supriya Dsilva,"MBBS, DPM (Psychiatry), DNB - Psychiatry",8 Years Experience Overall  (6 years as specialist),Psychiatrist,"Sarjapur Road, Bangalore",Bangalore,0,0,₹1050
50,Dr. Vani P,"M.D. (Psychiatry), MBBS",4 Years Experience Overall,Psychiatrist,"HSR Layout, Bangalore",Bangalore,0,0,₹1200
51,Dr. Vikram Arunachalam,"MBBS, DNB - Psychiatry",20 Years Experience Overall  (10 years as specialist),Psychiatrist,"Malleswaram, Bangalore",Bangalore,0,0,₹1250
52,Dr. Soumya P,"MBBS, DNB - Psychiatry, DPM (Psychiatry)",12 Years Experience Overall  (11 years as specialist),Psychiatrist,"Indiranagar, Bangalore",Bangalore,0,0,₹1200
53,Dr. R Prabhu,"MBBS, Diploma in Clinical Psychiatry, MRCPsych, CCT- Child and Adolescent Psychiatry",26 Years Experience Overall  (16 years as specialist),Psychiatrist,"Yelahanka, Bangalore",Bangalore,0,0,₹1500
54,Dr. Pavana.S,"MBBS, DPM (Psychiatry)",15 Years Experience Overall  (10 years as specialist),Psychiatrist,"Vidyaranyapura, Bangalore",Bangalore,55%,(11 votes),₹1000
55,Dr. Vidya M K,"MBBS, DPM (Psychiatry), DNB - Psychiatry",14 Years Experience Overall  (10 years as specialist),Psychiatrist,"Yelahanka, Bangalore",Bangalore,100%,(11 votes),₹1000
56,Dr. Prakruthi N,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (7 years as specialist),Psychiatrist,"Whitefield, Bangalore",Bangalore,89%,(18 votes),₹1000
57,Dr. Vidhyavathi M,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (8 years as specialist),Psychiatrist,"Malleswaram, Bangalore",Bangalore,0,0,₹1250
58,Dr. Deepthi Saka,"M.D. (Psychiatry), MBBS",6 Years Experience Overall  (4 years as specialist),Psychiatrist,"Yelahanka, Bangalore",Bangalore,0,0,₹850
59,Dr. Pankaj B Borade,"M.D. (Psychiatry), MBBS",13 Years Experience Overall  (6 years as specialist),Psychiatrist,"Camp, Pune",Pune,99%,(275 votes),₹1500
60,Dr. Pranavjeet Kaldate,"DPM (Psychiatry), MBBS",6 Years Experience Overall  (3 years as specialist),Psychiatrist,"Aundh, Pune",Pune,0,0,₹1200
61,Dr. Rishikesh Behere,"M.D. (Psychiatry), MBBS",19 Years Experience Overall  (14 years as specialist),Psychiatrist,"Baner, Pune",Pune,95%,(78 votes),₹1500
62,Dr. Veena Raghuvanshi,"BHMS, M.D. Hom. (Psychiatry)",8 Years Experience Overall  (3 years as specialist),Psychiatrist,"Aundh, Pune",Pune,100%,(24 votes),₹700
63,Dr. Avinash Karde,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (4 years as specialist),Psychiatrist,"Fatima Nagar, Pune",Pune,100%,(12 votes),₹1000
64,Dr. Amol Jawale,"MBBS, M.D. (Psychiatry)",8 Years Experience Overall  (4 years as specialist),Psychiatrist,"Wakad, Pune",Pune,0,0,₹800
65,Dr. Paras Lavatre,"M.D. (Psychiatry), MBBS",52 Years Experience Overall  (42 years as specialist),Psychiatrist,"Kalyani Nagar, Pune",Pune,88%,(210 votes),₹1000
66,Dr. Ashwini Kulkarni,"M.D. (Psychiatry), MBBS",10 Years Experience Overall  (9 years as specialist),Psychiatrist,"Pimpri-Chinchwad, Pune",Pune,99%,(144 votes),₹800
67,Dr. Bhushan Mhetre,"MBBS, M.D. (Psychiatry)",17 Years Experience Overall  (9 years as specialist),Psychiatrist,"Warje, Pune",Pune,97%,(137 votes),₹1500
68,Dr. Roshita Khare,"MBBS, DPM (Psychiatry)",17 Years Experience Overall  (13 years as specialist),Psychiatrist,"Baner, Pune",Pune,98%,(310 votes),₹1200
69,Dr. Anjendra R Targe,"M.D. (Psychiatry), MBBS",17 Years Experience Overall  (7 years as specialist),Psychiatrist,"Kharadi, Pune",Pune,98%,(753 votes),₹1500
70,Dr. M B Pethe,"MBBS, M.D. (Psychiatry)",52 Years Experience Overall  (44 years as specialist),Psychiatrist,"Wanowrie, Pune",Pune,0,0,₹750
71,Dr. Ninad Baste,"MBBS, MD - Psychological Medicine",21 Years Experience Overall  (15 years as specialist),Psychiatrist,"Aundh, Pune",Pune,96%,(423 votes),₹1200
72,Dr. Niket Kasar,"DPM (Psychiatry), MBBS",22 Years Experience Overall  (17 years as specialist),Psychiatrist,"Tilak Road, Pune",Pune,100%,(107 votes),₹1500
73,Dr. Rajesh Nalawade,"M.D. Hom. (Psychiatry), BHMS",21 Years Experience Overall  (15 years as specialist),Psychiatrist,"Nigdi, Pune",Pune,100%,(62 votes),₹1000
74,Dr. Trupti Vedpathak,"DPM (Psychiatry), MBBS, MRCPsych",18 Years Experience Overall  (14 years as specialist),Psychiatrist,"Baner, Pune",Pune,94%,(18 votes),₹1000
75,Dr. Vinayak Jarhad,"M.D. (Psychiatry), MBBS",18 Years Experience Overall  (12 years as specialist),Psychiatrist,"Sangavi, Pune",Pune,0,0,₹700
76,Dr. Manish Bajpayee,"MBBS, M.D. (Psychiatry)",33 Years Experience Overall  (26 years as specialist),Psychiatrist,"Kondhwa, Pune",Pune,92%,(84 votes),₹800
77,Dr. Dnyanda Nakul Deshpande,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (6 years as specialist),Psychiatrist,"Deccan Gymkhana, Pune",Pune,97%,(76 votes),₹800
78,Dr. Vejaya Goyal,"MBBS, M.D. (Psychiatry)",15 Years Experience Overall,Psychiatrist,"Vishrantwadi, Pune",Pune,94%,(164 votes),₹800
79,Dr. Disha Parikh,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (4 years as specialist),Psychiatrist,"Baner, Pune",Pune,98%,(45 votes),₹1200
80,Dr. Sumit Chandak,"M.D. (Psychiatry), MBBS",19 Years Experience Overall  (13 years as specialist),Psychiatrist,"Baner, Pune",Pune,96%,(69 votes),₹1650
81,Dr. Rahul Ratan,"DPM (Psychiatry), MBBS",10 Years Experience Overall  (6 years as specialist),Psychiatrist,"Kharadi, Pune",Pune,96%,(23 votes),₹850
82,Dr. Ananya Chitale,M.D. Hom. (Psychiatry),10 Years Experience Overall  (9 years as specialist),Psychiatrist,"Aundh, Pune",Pune,0,0,₹1000
83,Dr. Nikhil Kanase,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (8 years as specialist),Psychiatrist,"Pimple Saudagar, Pune",Pune,98%,(151 votes),₹1200
84,Dr. Amar Shinde,"MBBS, DPM (Psychiatry)",20 Years Experience Overall  (16 years as specialist),Psychiatrist,"Hadapsar, Pune",Pune,96%,(23 votes),₹800
85,Dr. Sayantani Mukherjee,"MBBS, DNB - Psychiatry",13 Years Experience Overall  (9 years as specialist),Psychiatrist,"Kharadi, Pune",Pune,0,0,₹1320
86,Dr. Bhushan Ambadkar,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (3 years as specialist),Psychiatrist,"Wadgaon Sheri, Pune",Pune,100%,(23 votes),₹800
87,Dr. Sushil Deshmukh,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (2 years as specialist),Psychiatrist,"Deccan Gymkhana, Pune",Pune,100%,(29 votes),₹1000
88,Dr. Shweta Surendra Morwal,"MBBS, M.D. (Psychiatry)",4 Years Experience Overall  (1 year as specialist),Psychiatrist,"Deccan Gymkhana, Pune",Pune,0,0,₹1000
89,Dr. Manish Jain,"MBBS, M.D. (Psychiatry)",19 Years Experience Overall  (15 years as specialist),Psychiatrist,"Pusa Road, Delhi",Delhi,98%,(538 votes),₹1800
90,Dr. Manish Sarkar,"MBBS, DPM (Psychiatry)",20 Years Experience Overall  (18 years as specialist),Psychiatrist,"CR Park, Delhi",Delhi,96%,(317 votes),₹1800
91,Dr. Rohit Garg,"MBBS, M.D. (Psychiatry)",19 Years Experience Overall  (17 years as specialist),Psychiatrist,"CR Park, Delhi",Delhi,96%,(732 votes),₹4000
92,Dr. Soumiya Mudgal,"M.D. (Psychiatry), MBBS",16 Years Experience Overall  (11 years as specialist),Psychiatrist,"Panchsheel Park, Delhi",Delhi,80%,(25 votes),₹1500
93,Dr. Amit Garg,"MBBS, M.D. (Psychiatry)",19 Years Experience Overall  (13 years as specialist),Psychiatrist,"Rohini Sector 9, Delhi",Delhi,97%,(140 votes),₹1500
94,Dr. Anuneet Sabharwal,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (9 years as specialist),Psychiatrist,"Vivek Vihar, Delhi",Delhi,99%,(481 votes),₹1000
95,Dr. Kushal jain,"M.D. (Psychiatry), MBBS, Master of Public Health (MPH)",19 Years Experience Overall  (14 years as specialist),Psychiatrist,"Lajpat Nagar, Delhi",Delhi,96%,(215 votes),₹1100
96,Dr. Paramjeet Singh,"M.D. (Psychiatry), MBBS",18 Years Experience Overall  (13 years as specialist),Psychiatrist,"Karol Bagh, Delhi",Delhi,100%,(67 votes),₹1200
97,Dr. Neelesh Tiwari,"MBBS, M.D. (Psychiatry)",21 Years Experience Overall  (19 years as specialist),Psychiatrist,"Janakpuri, Delhi",Delhi,96%,(89 votes),₹2000
98,Dr. Ankit Gupta,"MBBS, MRCPsych, M.D. (Psychiatry)",12 Years Experience Overall  (8 years as specialist),Psychiatrist,"CR Park, Delhi",Delhi,100%,(29 votes),₹1200
99,Dr. Deepak Verma,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (6 years as specialist),Psychiatrist,"Paschim Vihar, Delhi",Delhi,98%,(286 votes),₹1500
100,Dr. Arvind Gautam,"MBBS, DNB - Psychiatry",16 Years Experience Overall  (5 years as specialist),Psychiatrist,"Dwarka Sector 6, Delhi",Delhi,98%,(45 votes),₹1500
101,Dr. Animesh Sharma,"MBBS, M.D. (Psychiatry)",6 Years Experience Overall  (2 years as specialist),Psychiatrist,"South Extension 1, Delhi",Delhi,100%,(12 votes),₹800
102,Dr. Sheenam Goyal,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (4 years as specialist),Psychiatrist,"Paschim Vihar, Delhi",Delhi,88%,(32 votes),₹1500
103,Dr. L C Sunda,"MBBS, DNB - Psychiatry",40 Years Experience Overall  (20 years as specialist),Psychiatrist,"Paschim Vihar, Delhi",Delhi,0,0,₹1800
104,Dr. Atmesh Kumar,"MBBS, M.D. (Psychiatry)",17 Years Experience Overall  (11 years as specialist),Psychiatrist,"Rohini, Delhi",Delhi,96%,(54 votes),₹1200
105,Dr. Sagar Verma,"MBBS, M.D. (Psychiatry)",6 Years Experience Overall  (1 year as specialist),Psychiatrist,"Pitampura, Delhi",Delhi,100%,(36 votes),₹1000
106,Dr. Sasha Raikhy,"MBBS, DNB - Psychiatry",18 Years Experience Overall  (8 years as specialist),Psychiatrist,"Safdarjung Enclave, Delhi",Delhi,92%,(228 votes),₹1500
107,Dr. Apala Singh,"MBBS, M.D. (Psychiatry)",7 Years Experience Overall  (3 years as specialist),Psychiatrist,"Pitampura, Delhi",Delhi,0,0,₹1000
108,Dr. Nripendra Kumar,"M.D. (Psychiatry), MBBS",15 Years Experience Overall  (14 years as specialist),Psychiatrist,"Azadpur, Delhi",Delhi,94%,(17 votes),₹1500
109,Dr. Bhagwat N Rajput,"MBBS, DNB - Psychiatry",15 Years Experience Overall  (11 years as specialist),Psychiatrist,"Dwarka, Delhi",Delhi,98%,(587 votes),₹1500
110,Dr. Neha Salhotra,"DNB - Psychiatry, MBBS",10 Years Experience Overall  (6 years as specialist),Psychiatrist,"Pitampura, Delhi",Delhi,94%,(16 votes),₹1000
111,Dr. Dev Rai,"M.D. (Psychiatry), MBBS",9 Years Experience Overall  (3 years as specialist),Psychiatrist,"Jangpura, Delhi",Delhi,0,0,₹1200
112,Dr. Akshara Mishra,"DNB - Psychiatry, MBBS",10 Years Experience Overall  (5 years as specialist),Psychiatrist,"Madhu Vihar, Delhi",Delhi,0,0,₹800
113,Dr. Rajesh Kumar,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Patparganj, Delhi",Delhi,93%,(30 votes),₹1000
114,Dr. Rajan,"M.D. (Psychiatry), MBBS",8 Years Experience Overall  (5 years as specialist),Psychiatrist,"Pitampura, Delhi",Delhi,0,0,₹1200
115,Dr. K V S Lakshmi,"MBBS, DPM (Psychiatry), DNB - Psychiatry",7 Years Experience Overall,Psychiatrist,"Vasant Kunj, Delhi",Delhi,0,0,₹1000
116,Dr. Samant Darshi,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (2 years as specialist),Psychiatrist,"Lajpat Nagar 4, Delhi",Delhi,89%,(74 votes),₹1500
117,Dr. Bhavneet Kaur Kapoor,"M.D. (Psychiatry), MBBS",8 Years Experience Overall  (4 years as specialist),Psychiatrist,"Lajpat Nagar 4, Delhi",Delhi,0,0,₹1000
118,Dr. Shwetank Bansal,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (8 years as specialist),Psychiatrist,"Pusa Road, Delhi",Delhi,98%,(926 votes),₹1800
119,Dr. Neha aggarwal,"M.D. (Psychiatry), MBBS",12 Years Experience Overall  (8 years as specialist),Psychiatrist,"Janakpuri, Delhi",Delhi,92%,(39 votes),₹1100
120,Dr. Varsha Mahadik,"MBBS, DNB - Psychiatry",12 Years Experience Overall  (6 years as specialist),Psychiatrist,"CR Park, Delhi",Delhi,98%,(95 votes),₹1000
121,Dr. Sugandha Gupta,"MBBS, DNB - Psychiatry",17 Years Experience Overall  (12 years as specialist),Psychiatrist,"Karol Bagh, Delhi",Delhi,96%,(295 votes),₹1200
122,Dr. Monica Chib,"MBBS, M.D. (Psychiatry)",45 Years Experience Overall  (40 years as specialist),Psychiatrist,"Sarita Vihar, Delhi",Delhi,0,0,₹2000
123,Dr. Prashant Goyal,"MBBS, M.D. (Psychiatry)",19 Years Experience Overall  (15 years as specialist),Psychiatrist,"Vikas Puri, Delhi",Delhi,98%,(234 votes),₹1500
124,Dr. Neatu Narang,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",34 Years Experience Overall  (27 years as specialist),Psychiatrist,"Sarita Vihar, Delhi",Delhi,0,0,₹2500
125,Dr. Ratnarakshit Ingole,"M.D. (Psychiatry), MBBS",17 Years Experience Overall  (9 years as specialist),Psychiatrist,"Saket, Delhi",Delhi,89%,(19 votes),₹800
126,Dr. Sumit Kumar Gupta,"MBBS, M.D. (Psychiatry)",18 Years Experience Overall  (13 years as specialist),Psychiatrist,"Pitampura, Delhi",Delhi,99%,(176 votes),₹1200
127,Dr. Anil Yadav,"MBBS, M.D. (Psychiatry)",15 Years Experience Overall  (8 years as specialist),Psychiatrist,"Green Park, Delhi",Delhi,97%,(215 votes),₹2000
128,Dr. Anjali Nagpal,"MBBS, M.D. (Psychiatry), DPM (Psychiatry)",26 Years Experience Overall  (12 years as specialist),Psychiatrist,"Vasant Kunj, Delhi",Delhi,92%,(696 votes),₹2000
129,Dr. Puneet Mathur,"M.D. (Psychiatry), MBBS",12 Years Experience Overall  (6 years as specialist),Psychiatrist,"Panchsheel Park, Delhi",Delhi,0,0,₹1200
130,Dr. Gourav Gupta,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (8 years as specialist),Psychiatrist,"Rohini Sector 7, Delhi",Delhi,98%,(99 votes),₹800
131,Dr. Desiree Saimbi,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (7 years as specialist),Psychiatrist,"Jhandewalan, Delhi",Delhi,97%,(29 votes),₹1200
132,Dr. Srikant Sharma,"M.D. (Psychiatry), MBBS",14 Years Experience Overall  (9 years as specialist),Psychiatrist,"Patel Nagar East, Delhi",Delhi,99%,(555 votes),₹1500
133,Dr. Himanshu Nirvan,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (4 years as specialist),Psychiatrist,"Greater Kailash Part 1, Delhi",Delhi,100%,(55 votes),₹1400
134,Dr. Khushboo Kansal,"MBBS, M.D. (Psychiatry)",9 Years Experience Overall  (6 years as specialist),Psychiatrist,"Paschim Vihar, Delhi",Delhi,100%,(16 votes),₹1000
135,Dr. Sameer Malhotra,"MBBS, M.D. (Psychiatry)",19 Years Experience Overall  (15 years as specialist),Psychiatrist,"Panchsheel Park, Delhi",Delhi,73%,(30 votes),₹2400
136,Dr. Raj Kumar Srivastava,"DNB - Psychiatry, MBBS",27 Years Experience Overall  (20 years as specialist),Psychiatrist,"Patparganj, Delhi",Delhi,97%,(31 votes),₹1500
137,Dr. Madhusudan Singh Solanki,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (13 years as specialist),Psychiatrist,"Saket, Delhi",Delhi,95%,(39 votes),₹1500
138,Dr. Lav Kaushik,"M.D. (Psychiatry), MBBS",15 Years Experience Overall  (11 years as specialist),Psychiatrist,"Malviya Nagar, Delhi",Delhi,97%,(150 votes),₹800
139,Dr. Ananya Choudhury,"MBBS, DPM (Psychiatry), DNB - Psychiatry",18 Years Experience Overall  (13 years as specialist),Psychiatrist,"Okhla, Delhi",Delhi,95%,(160 votes),₹1500
140,Dr. Rajesh Mehta,"MBBS, M.D. (Psychiatry)",44 Years Experience Overall  (33 years as specialist),Psychiatrist,"Rajouri Garden, Delhi",Delhi,0,0,₹1200
141,Dr. Vishal Chhabra,"MBBS, DPM (Psychiatry), DNB - Psychiatry",22 Years Experience Overall  (20 years as specialist),Psychiatrist,"Okhla, Delhi",Delhi,93%,(14 votes),₹1500
142,Dr. Danish Hussain,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (5 years as specialist),Psychiatrist,"Chattarpur, Delhi",Delhi,0,0,₹2500
143,Dr. Ashitabh Tiwari,"M.D. (Psychiatry), MBBS",17 Years Experience Overall  (5 years as specialist),Psychiatrist,"Pusa Road, Delhi",Delhi,0,0,₹1200
144,Dr. Anant Agarwal,"MBBS, DNB - Psychiatry",9 Years Experience Overall  (4 years as specialist),Psychiatrist,"Old Rajendra Nagar, Delhi",Delhi,0,0,₹1500
