,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
11,Dr. Adarsh C K,"MBBS, MD - General Medicine, DNB - Gastroenterology",19 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Kengeri, Bangalore",Bangalore,98%,(758 votes),₹800
12,Dr. Sreenivasa D,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",35 Years Experience Overall  (24 years as specialist),Gastroenterologist,"Old Airport Road, Bangalore",Bangalore,90%,(585 votes),₹900
13,Dr. Pratibha S,"MBBS, DNB - General Medicine, DM - Gastroenterology",18 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Hulimavu, Bangalore",Bangalore,96%,(98 votes),₹700
14,Dr. Vidyasagar Ramappa,"MBBS, MD - General Medicine, MRCP (UK), CCST - Gastroenterology",17 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Yeshwanthpur, Bangalore",Bangalore,94%,(16 votes),₹750
15,Dr. Raj Vigna Venugopal,"MBBS, DNB - General Medicine, DM - Gastroenterology",27 Years Experience Overall  (19 years as specialist),Gastroenterologist,"Old Airport Road, Bangalore",Bangalore,86%,(221 votes),₹900
16,Dr. Mohit Shetti,"MBBS, DNB - General Medicine, MRCP (UK)",22 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Old Airport Road, Bangalore",Bangalore,87%,(101 votes),₹900
17,Dr. Mallikarjun Sakpal,"MBBS, MD - Medicine, DM - Hepatology",18 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Hebbal, Bangalore",Bangalore,96%,(28 votes),₹900
18,Dr. Shabeer Ahmed,"MBBS, MS - General Surgery, FRCS - General Surgery, Diplomate of American Board of Internal Medicine (Internal Medicine), FRCP - Gastroenterology",36 Years Experience Overall  (32 years as specialist),Gastroenterologist,"Bannerghatta Road, Bangalore",Bangalore,95%,(79 votes),₹850
19,Dr. Ravindra B S,"MBBS, DM - Gastroenterology",22 Years Experience Overall  (14 years as specialist),Gastroenterologist,"Bannerghatta Road, Bangalore",Bangalore,97%,(3784 votes),₹900
20,Dr. Poornachandra KS,"MBBS, MD - General Medicine, DM - Gastroenterology",22 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Vasanthnagar, Bangalore",Bangalore,95%,(1112 votes),₹600
21,Dr. K N K Shetty,"MBBS, MRCP (UK), Fellowship in Gastroenterology",46 Years Experience Overall  (38 years as specialist),Gastroenterologist,"Old Airport Road, Bangalore",Bangalore,79%,(52 votes),₹900
22,Dr. Prasanna K S,"MBBS, MD - General Medicine, DM - Gastroenterology",16 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Bannerghatta Road, Bangalore",Bangalore,82%,(44 votes),₹1000
23,Dr. Parvesh Kumar Jain,"MBBS, DM - Gastroenterology, MD - General Medicine",23 Years Experience Overall  (14 years as specialist),Gastroenterologist,"Seshadripuram, Bangalore",Bangalore,67%,(18 votes),₹740
24,Dr. Roopa Bhushan,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",21 Years Experience Overall  (17 years as specialist),Gastroenterologist,"Sampangiramnagar, Bangalore",Bangalore,99%,(177 votes),₹800
25,Dr. Girish S P,"MCh - Surgical Gastroenterology/G.I. Surgery, MBBS, MS - General Surgery",25 Years Experience Overall  (23 years as specialist),Gastroenterologist,"JP Nagar, Bangalore",Bangalore,85%,(46 votes),₹950
26,Dr. Prashanth P N,"MD - Medicine, DM - Gastroenterology, MBBS",13 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Yeshwanthpur, Bangalore",Bangalore,0,0,₹850
27,Dr. Manish Joshi,"MBBS, MS - General Surgery, MRCS (UK), DNB - Surgical Gastroenterology",22 Years Experience Overall  (19 years as specialist),Gastroenterologist,"Sampangiramnagar, Bangalore",Bangalore,88%,(42 votes),₹900
28,Dr. Kayal Vizhi N,"MBBS, DNB - General Medicine, DNB - Gastroenterology",8 Years Experience Overall  (3 years as specialist),Gastroenterologist,"Hebbal, Bangalore",Bangalore,100%,(12 votes),₹850
29,Dr. Kiran S,"MBBS, MD - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",6 Years Experience Overall,Gastroenterologist,"Jayanagar, Bangalore",Bangalore,0,0,₹750
30,Dr. Anand Dothilal,"MBBS, MD - Medicine, DM - Gastroenterology",18 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Old Airport Road, Bangalore",Bangalore,82%,(17 votes),₹900
31,Dr. Kilari Mounika,"MD - General Medicine, DM - Gastroenterology, MBBS",11 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Whitefield, Bangalore",Bangalore,98%,(514 votes),₹500
32,Dr. Sandeep Satsangi,"DM - Hepatology, MD - General Medicine, MBBS",12 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Seshadripuram, Bangalore",Bangalore,100%,(36 votes),₹740
33,Dr. Sachin S Shetty,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Bannerghatta Road, Bangalore",Bangalore,50%,(40 votes),₹1000
34,Dr. Amit Gururaj Yelsangikar,"MBBS, MD - General Medicine, DNB - Gastroenterology",12 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Koramangala 5 Block, Bangalore",Bangalore,33%,(15 votes),₹600
35,Dr. Prashant Y Kanni,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Marathahalli, Bangalore",Bangalore,96%,(184 votes),₹600
36,Dr. Nikhil S,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",14 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Whitefield, Bangalore",Bangalore,0,0,₹900
37,Dr. Srikanth K P,"MBBS, DM - Pediatric Gastroenterology",13 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Old Airport Road, Bangalore",Bangalore,82%,(11 votes),₹900
38,Dr. Balaji Gurappa,"DM - Gastroenterology, MBBS, MD - General Medicine",17 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Bannerghatta Road, Bangalore",Bangalore,96%,(157 votes),₹900
39,Dr. Anupama N Krishnamurthy,"MBBS, DNB - General Medicine, DNB - Gastroenterology",15 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Richmond Town, Bangalore",Bangalore,86%,(59 votes),₹550
40,Dr. Deepak Ganga P,"MBBS, MD - General Medicine, DM - Gastroenterology",15 Years Experience Overall  (3 years as specialist),Gastroenterologist,"Hebbal, Bangalore",Bangalore,0,0,₹1090
41,Dr. Raghu B M,"MBBS, DNB - General Medicine, DNB - Gastroenterology",16 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Hebbal, Bangalore",Bangalore,0,0,₹850
42,Dr. Bhuvan Shetty,"MBBS, MD - General Medicine, DM - Gastroenterology",12 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Kengeri, Bangalore",Bangalore,0,0,₹800
43,Dr. Harish Babu Reddy N A,"MBBS, MD - General Medicine, DM - Gastroenterology",12 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Malleswaram, Bangalore",Bangalore,95%,(211 votes),₹650
44,Dr. Veerendra Koujalagi,"MBBS, MD - General Medicine, DM - Gastroenterology",14 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Hebbal, Bangalore",Bangalore,0,0,₹1090
45,Dr. Jayanth Reddy,"MBBS, MRCS (UK)",15 Years Experience Overall,Gastroenterologist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹1000
46,Dr. Manjunath S M,"MBBS, MD - General Medicine, DM - Gastroenterology",21 Years Experience Overall  (18 years as specialist),Gastroenterologist,"Electronics City, Bangalore",Bangalore,72%,(18 votes),₹700
47,Dr. Naveen Ganjoo,"MBBS, DNB - General Medicine, Fellowship in Gastroenterology",17 Years Experience Overall  (10 years as specialist),Gastroenterologist,"Rajarajeshwarinagar, Bangalore",Bangalore,0,0,₹700
48,Dr. Sreehari Deshmukh,"MBBS, MD - General Medicine, DNB - Gastroenterology",11 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Rajarajeshwarinagar, Bangalore",Bangalore,0,0,₹700
49,Dr. Dheeraj Karanth,"MBBS, DNB - Gastroenterology",15 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Malleswaram, Bangalore",Bangalore,96%,(84 votes),₹650
50,Dr. Harish K C,"MBBS, MD - General Medicine, DM - Gastroenterology",12 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Ashoknagar, Bangalore",Bangalore,92%,(25 votes),₹800
51,Dr. Sharath Kote G S,"MBBS, MD - General Medicine, DNB - Gastroenterology",15 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Yelahanka, Bangalore",Bangalore,96%,(79 votes),₹600
52,Dr. Gurubasava,"MBBS, MD - General Medicine, DM - Gastroenterology",10 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Nagasandra, Bangalore",Bangalore,100%,(25 votes),₹600
53,Dr. Sandeep M S,"MBBS, MD - General Medicine, DM - Gastroenterology",25 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Seshadripuram, Bangalore",Bangalore,50%,(12 votes),₹740
54,Dr. Sunil Kumar N,"MBBS, MD - General Medicine, DM - Gastroenterology",11 Years Experience Overall  (3 years as specialist),Gastroenterologist,"Vasanthnagar, Bangalore",Bangalore,0,0,₹600
55,Dr. Apurva Pande,"MBBS, MD - General Medicine, DM - Hepatology",7 Years Experience Overall  (3 years as specialist),Gastroenterologist,"JP Nagar, Bangalore",Bangalore,0,0,₹1000
56,Dr. Atif Ahmed S,"MBBS, MD - General Medicine, DNB - Gastroenterology, DNB - General Medicine",10 Years Experience Overall  (3 years as specialist),Gastroenterologist,"HRBR Layout, Bangalore",Bangalore,0,0,₹600
57,Dr. Raghavendra Babu,"MCh - Surgical Gastroenterology/G.I. Surgery, MS - General Surgery, MBBS",11 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Yelahanka, Bangalore",Bangalore,0,0,₹900
58,Dr. Pramod J,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",14 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Whitefield, Bangalore",Bangalore,0,0,₹850
59,Dr. Poornima S,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",7 Years Experience Overall  (2 years as specialist),Gastroenterologist,"Yelahanka, Bangalore",Bangalore,0,0,₹900
60,Dr. Gajendra R,"MBBS, MD - General Medicine, DM - Gastroenterology",8 Years Experience Overall  (1 year as specialist),Gastroenterologist,"JP Nagar, Bangalore",Bangalore,0,0,₹850
61,Dr. Rahul Kothari,"MBBS, MD - General Medicine, DM - Gastroenterology",18 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Aundh, Pune",Pune,91%,(1022 votes),₹700
62,Dr. Sanjay Kolte,"MBBS, DNB - General Surgery, MRCS (UK)",25 Years Experience Overall  (21 years as specialist),Gastroenterologist,"Aundh, Pune",Pune,98%,(140 votes),₹700
63,Dr. Prakash D Valse,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",21 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Pimple Saudagar, Pune",Pune,97%,(95 votes),₹1000
64,Dr. Rupesh Ashok Lunkad,"MBBS, DNB - General Medicine, DNB - Gastroenterology",17 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Satara Road, Pune",Pune,91%,(22 votes),₹800
65,Dr. Nitin Pai,"MBBS, MD - General Medicine, DM - Gastroenterology",27 Years Experience Overall  (19 years as specialist),Gastroenterologist,"Shivajinagar, Pune",Pune,80%,(243 votes),₹1000
66,Dr. Sandeep S. Kulkarni,"MBBS, MD - General Medicine, DNB - Gastroenterology",19 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Deccan Gymkhana, Pune",Pune,94%,(113 votes),₹650
67,Dr. Sunil Pawar,"MBBS, MD - General Medicine, DM - Medical Gastroenterology",11 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Viman Nagar, Pune",Pune,93%,(81 votes),₹800
68,Dr. Kiran Shinde,"MBBS, MD - General Medicine, DM - Gastroenterology",14 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Loni Kalbhor, Pune",Pune,0,0,₹500
69,Dr. Prasad Bhate,"DM - Gastroenterology, MBBS",17 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Pimpri-Chinchwad, Pune",Pune,96%,(54 votes),₹650
70,Dr. Gajanan Wagholikar,"MBBS, MS - General Surgery, DNB - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, DNB - Surgical Gastroenterology, Fellow of American College of Surgeons(FACS)",27 Years Experience Overall  (23 years as specialist),Gastroenterologist,"Baner, Pune",Pune,97%,(68 votes),₹600
71,Dr. Lalit Shimpi,"DM - Gastroenterology, MD - General Medicine, MBBS",29 Years Experience Overall  (20 years as specialist),Gastroenterologist,"Deccan Gymkhana, Pune",Pune,97%,(679 votes),₹1200
72,Dr. Harshal Gadhikar,"DM - Gastroenterology, DNB - Gastroenterology, MBBS",28 Years Experience Overall  (20 years as specialist),Gastroenterologist,"Aundh, Pune",Pune,91%,(232 votes),₹700
73,Dr. Pavan Hanchanale,"MBBS, DNB - General Medicine, DNB - Gastroenterology",15 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Baner, Pune",Pune,92%,(37 votes),₹1100
74,Dr. Vidhyachandra Gandhi,"MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology",20 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Kharadi, Pune",Pune,96%,(82 votes),₹800
75,Dr. Gaurav Nitin Chaubal,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, Fellowship in Abdominal Transplant Surgery",18 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Baner, Pune",Pune,0,0,₹1100
76,Dr. Sheetal D Mahajani,"MBBS, DM - Gastroenterology, MD - General Medicine",29 Years Experience Overall  (24 years as specialist),Gastroenterologist,"Deccan Gymkhana, Pune",Pune,0,0,₹700
77,Dr. A K Handa,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Gastroenterology",33 Years Experience Overall  (23 years as specialist),Gastroenterologist,"NIBM, Pune",Pune,100%,(110 votes),₹1000
78,Dr. Pravin Salunkhe,"MBBS, DM - Gastroenterology, MD - General Medicine",39 Years Experience Overall  (29 years as specialist),Gastroenterologist,"Pimpri-Chinchwad, Pune",Pune,67%,(18 votes),₹600
79,Dr. Sachin Palnitkar,"MBBS, MD - General Medicine, DNB - Gastroenterology",20 Years Experience Overall  (10 years as specialist),Gastroenterologist,"Wakad, Pune",Pune,81%,(62 votes),₹800
80,Dr. Mahesh Thombare,"MBBS, DNB - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",34 Years Experience Overall  (28 years as specialist),Gastroenterologist,"Aundh, Pune",Pune,0,0,₹500
81,Dr. Mrunmaya Panda,"DM - Gastroenterology, MBBS, MD - General Medicine",15 Years Experience Overall,Gastroenterologist,"Pimple Saudagar, Pune",Pune,83%,(30 votes),₹800
82,Dr. Rajendra Pujari,"MBBS, DNB - General Medicine, MRCP (UK)",20 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Kothrud, Pune",Pune,62%,(13 votes),₹800
83,Dr. Nachiket Dubale,"DNB - General Medicine, DNB - Gastroenterology, MBBS",10 Years Experience Overall,Gastroenterologist,"Deccan Gymkhana, Pune",Pune,0,0,₹500
84,Dr. Mahesh Mahadik,"MBBS, DNB - General Medicine, DNB - Gastroenterology",11 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Pimple Saudagar, Pune",Pune,67%,(15 votes),₹500
85,Dr. Samrat V Jankar,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",15 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Wakad, Pune",Pune,0,0,₹600
86,Dr. Suhas Wagle,"MBBS, Fellowship in Gastroenterology, MD - General Medicine",33 Years Experience Overall  (29 years as specialist),Gastroenterologist,"Shivajinagar, Pune",Pune,0,0,₹300
87,Dr. Dadasaheb Maindad,"DNB - Gastroenterology, MD - General Medicine, MBBS",7 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Satara Road, Pune",Pune,0,0,₹700
88,Dr. Vikrant Kale,"MBBS, CCST - Gastroenterology",16 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Hinjewadi, Pune",Pune,0,0,₹900
89,Dr. Varun Khandagale,"DNB - Gastroenterology, DNB - General Medicine, MBBS",16 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Swargate, Pune",Pune,0,0,₹700
90,Dr. Harshwardhan Dongre,"MBBS, DNB - Gastroenterology, DNB - General Medicine",1 Year Experience Overall,Gastroenterologist,"Kothrud, Pune",Pune,0,0,₹800
91,Dr. Nitin Joshi,"DNB - Gastroenterology, MBBS",7 Years Experience Overall,Gastroenterologist,"Kasba Peth, Pune",Pune,0,0,₹500
92,Dr. Nikhil Jillawar,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",13 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Ravet, Pune",Pune,0,0,₹600
93,Dr. Apurv Ashokrao Deshpande,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",5 Years Experience Overall  (3 years as specialist),Gastroenterologist,"Baner, Pune",Pune,0,0,₹1100
94,Dr. Shanti Swaroop Dhar,"MBBS, MD - General Medicine, DM - Gastroenterology",22 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Panchsheel Park, Delhi",Delhi,92%,(24 votes),₹1500
95,Dr. Amrish Sahney,"MBBS, MD - Medicine, DM - Hepatology",15 Years Experience Overall  (5 years as specialist),Gastroenterologist,"Pusa Road, Delhi",Delhi,0,0,₹1000
96,Dr. Neha Berry,"MBBS, MD - General Medicine, DM - Gastroenterology",11 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Pusa Road, Delhi",Delhi,0,0,₹1000
97,Dr. Rubal Gupta,"MBBS, MD - General Medicine, DM - Gastroenterology",22 Years Experience Overall  (14 years as specialist),Gastroenterologist,"Panchsheel Park, Delhi",Delhi,0,0,₹1200
98,Dr. Kunal Das,"MBBS, MD - General Medicine, DM - Gastroenterology",26 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Dwarka Sector 6, Delhi",Delhi,83%,(193 votes),₹1100
99,Dr. Ashish Sachan,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",11 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Dilshad Garden, Delhi",Delhi,100%,(67 votes),₹800
100,Dr. Rohan Mahajan,"MBBS, MD - General Medicine, DM - Gastroenterology",11 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Uttam Nagar, Delhi",Delhi,100%,(135 votes),₹1100
101,Dr. Shailendra Lalwani,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",21 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Dwarka Sector 6, Delhi",Delhi,0,0,₹1100
102,Dr. Manoj Kumar,"MBBS, DM - Gastroenterology, MD - Pediatrics",35 Years Experience Overall  (28 years as specialist),Gastroenterologist,"Saket, Delhi",Delhi,50%,(46 votes),₹1000
103,Dr. Lovkesh Anand,"MBBS, MD - General Medicine, DM - Hepatology",17 Years Experience Overall  (6 years as specialist),Gastroenterologist,"Dwarka Sector 6, Delhi",Delhi,74%,(19 votes),₹1100
104,Dr. Rajneesh Gulati,"MBBS, MD - Medicine, DM - Gastroenterology",30 Years Experience Overall  (28 years as specialist),Gastroenterologist,"Vikas Puri, Delhi",Delhi,65%,(140 votes),₹1000
105,Dr. P Kar,"MBBS, MD - General Medicine, DM - Gastroenterology",47 Years Experience Overall  (40 years as specialist),Gastroenterologist,"Patparganj, Delhi",Delhi,62%,(13 votes),₹1000
106,Dr. Mridul Chandra Das,"MBBS, DM - Pediatric Gastroenterology",8 Years Experience Overall  (4 years as specialist),Gastroenterologist,"Malviya Nagar, Delhi",Delhi,0,0,₹1600
107,Dr. Ravinder Pal Singh,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",22 Years Experience Overall  (17 years as specialist),Gastroenterologist,"Pitampura, Delhi",Delhi,89%,(19 votes),₹1500
108,Dr. Sawan Bopanna,"DM - Gastroenterology, MBBS, MD - General Medicine",13 Years Experience Overall  (7 years as specialist),Gastroenterologist,"Janakpuri, Delhi",Delhi,96%,(27 votes),₹1300
109,Dr. Rohit Goyal,"MBBS, MD - General Medicine, DM - Gastroenterology",22 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Dwarka Sector 12, Delhi",Delhi,81%,(27 votes),₹1050
110,Dr. Munish K. Sachdeva,"MBBS, MD - Medicine, DNB - Gastroenterology",26 Years Experience Overall  (18 years as specialist),Gastroenterologist,"Janakpuri, Delhi",Delhi,48%,(21 votes),₹1100
111,Dr. Ishtkhar Ahmed,"MBBS, MD - General Medicine, DNB - Gastroenterology",12 Years Experience Overall  (2 years as specialist),Gastroenterologist,"Okhla, Delhi",Delhi,96%,(24 votes),₹700
112,Dr. Kapil Sharma,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Tuglakabad, Delhi",Delhi,0,0,₹700
113,Dr. Vishal Garg,"MBBS, MD - Medicine, DM - Gastroenterology",19 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Sarita Vihar, Delhi",Delhi,89%,(91 votes),₹1500
114,Dr. Ajay Kumar,"MBBS, MD - Medicine, DM - Gastroenterology",35 Years Experience Overall,Gastroenterologist,"Pusa Road, Delhi",Delhi,84%,(19 votes),₹1300
115,Dr. J.C Vij,"MBBS, MD - Medicine, DM - Gastroenterology",52 Years Experience Overall  (44 years as specialist),Gastroenterologist,"Pusa Road, Delhi",Delhi,85%,(34 votes),₹1500
116,Dr. Sanjay Khanna,"MBBS, MD - Medicine, DNB - Gastroenterology",29 Years Experience Overall  (13 years as specialist),Gastroenterologist,"Shalimar Bagh, Delhi",Delhi,87%,(71 votes),₹1200
117,Dr. Sohan Lal Broor,"MBBS, MD - Medicine, DM - Gastroenterology",55 Years Experience Overall  (48 years as specialist),Gastroenterologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
118,Dr. Saroj Dubey,"MBBS, DM - Gastroenterology",26 Years Experience Overall  (16 years as specialist),Gastroenterologist,"Surajmal Vihar, Delhi",Delhi,96%,(82 votes),₹800
119,Dr. Amit Javed,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",21 Years Experience Overall  (18 years as specialist),Gastroenterologist,"Punjabi Bagh, Delhi",Delhi,99%,(235 votes),₹1000
120,Dr. Vivek Tandon,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",24 Years Experience Overall  (23 years as specialist),Gastroenterologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2000
121,Dr. Sanjeev Kumar Shrivastava,"MBBS, MS - General Surgery, MASGE",33 Years Experience Overall  (29 years as specialist),Gastroenterologist,"Patparganj, Delhi",Delhi,89%,(142 votes),₹1000
122,Dr. Amitabha Dutta,"MBBS,  FRCP, CCST - Gastroenterology",42 Years Experience Overall  (11 years as specialist),Gastroenterologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
123,Dr. Devesh Kumar Bhagwani,"MBBS, MD - Pediatrics, DM - Medical Gastroenterology",12 Years Experience Overall  (2 years as specialist),Gastroenterologist,"Rohini, Delhi",Delhi,88%,(25 votes),₹800
124,Dr. Manav Wadhawan,"MBBS, MD - Medicine, DM - Gastroenterology",21 Years Experience Overall  (17 years as specialist),Gastroenterologist,"Pusa Road, Delhi",Delhi,0,0,₹1300
125,Dr. Amit Jain,"MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, MBBS",18 Years Experience Overall  (15 years as specialist),Gastroenterologist,"Patparganj, Delhi",Delhi,89%,(195 votes),₹800
126,Dr. Pallavi  Garg,"MBBS, MD - Medicine, DNB - Gastroenterology",16 Years Experience Overall  (8 years as specialist),Gastroenterologist,"Naraina Vihar, Delhi",Delhi,90%,(199 votes),₹1000
127,Dr. Sanjay Jain,"MBBS, MD - General Medicine, MRCP (UK), FRCP - Gastroenterology, FRCP - Gastroenterology",46 Years Experience Overall  (27 years as specialist),Gastroenterologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
128,Dr. Nivedita Pandey,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate of American Board of Internal Medicine (Gastroenterology)",16 Years Experience Overall  (9 years as specialist),Gastroenterologist,"Panchsheel Park, Delhi",Delhi,85%,(20 votes),₹1500
129,Dr. Sudeep Khanna,"MBBS, MD - Medicine, DM - Gastroenterology",30 Years Experience Overall  (21 years as specialist),Gastroenterologist,"Sarita Vihar, Delhi",Delhi,89%,(18 votes),₹1500
130,Dr. Vibhu V Mittal,"MBBS, MD - Medicine, DM - Gastroenterology",20 Years Experience Overall  (12 years as specialist),Gastroenterologist,"Patparganj, Delhi",Delhi,87%,(136 votes),₹1000
131,Dr. Yogesh Batra,"MBBS, MD - Medicine, DM - Gastroenterology",23 Years Experience Overall,Gastroenterologist,"Sarita Vihar, Delhi",Delhi,0,0,₹1500
132,Dr. Avnish Seth,"MBBS, MD - General Medicine, DM - Gastroenterology",41 Years Experience Overall  (27 years as specialist),Gastroenterologist,"Dwarka, Delhi",Delhi,67%,(135 votes),₹1100
