,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
11,Dr. U Hemalatha   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",13 Years Experience Overall,Physiotherapist,"Tambaram West, Chennai",Chennai,93%,(28 votes),₹500
12,Dr. Akshina Gupta   (Physiotherapist),BPTh/BPT,8 Years Experience Overall,Physiotherapist,"Khar West, Mumbai",Mumbai,100%,(19 votes),₹1500
13,Dr. Ritika Patel   (Physiotherapist),"Masters of Physiotheraphy, BPTh/BPT, Fellowship in Sports Science (FSS)",14 Years Experience Overall  (10 years as specialist),Physiotherapist,"Indiranagar, Bangalore",Bangalore,98%,(183 votes),₹650
14,Dr. Nikita Bhatia   (Physiotherapist),BPTh/BPT,7 Years Experience Overall,Physiotherapist,"Koregaon Park, Pune",Pune,0,0,₹600
15,Dr. M.A. Vanipriya   (Physiotherapist),"BPTh/BPT, MD - Acupuncture, Diploma in Acupuncture",14 Years Experience Overall,Physiotherapist,"Thoraipakkam, Chennai",Chennai,97%,(37 votes),₹400
16,Dr. Meena Venkat Reddy   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",9 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹1000
17,Dr. Helen S   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"CV Raman Nagar, Bangalore",Bangalore,0,0,₹250
18,Dr. M Srilaxmi   (Physiotherapist),BPTh/BPT,6 Years Experience Overall  (5 years as specialist),Physiotherapist,"KPHB, Hyderabad",Hyderabad,0,0,₹400
19,Dr. Titiksha Farooqui   (Physiotherapist),BPTh/BPT,8 Years Experience Overall,Physiotherapist,"Opera House, Mumbai",Mumbai,91%,(22 votes),₹600
20,Dr. Anuj Gupta   (Physiotherapist),BPTh/BPT,5 Years Experience Overall,Physiotherapist,"Paschim Vihar, Delhi",Delhi,0,0,₹500
21,Dr. Vanitha Pudukapu   (Physiotherapist),BPTh/BPT,13 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,100%,(19 votes),₹300
22,Dr. D Prasad Rao   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",7 Years Experience Overall  (2 years as specialist),Physiotherapist,"Attapur, Hyderabad",Hyderabad,98%,(41 votes),₹400
23,Dr. Anisha Mukund   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Andheri West, Mumbai",Mumbai,0,0,₹800
24,Dr. Bijo Joy   (Physiotherapist),"BPTh/BPT, MPT/MPTh - Sports Medicine",7 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹1000
25,Dr. Sana Zubair   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Jayanagar 7 Block, Bangalore",Bangalore,0,0,₹350
26,Dr. Kunga Tsering   (Physiotherapist),BPTh/BPT,7 Years Experience Overall,Physiotherapist,"Indiranagar, Bangalore",Bangalore,0,0,₹650
27,Dr. Andrea Rebello   (Physiotherapist),BPTh/BPT,2 Years Experience Overall,Physiotherapist,"Juhu, Mumbai",Mumbai,0,0,₹1000
28,Dr. Garima Anandani   (Physiotherapist),BSc. (Hons.) - Physical Therapy,22 Years Experience Overall,Physiotherapist,"Ghatkopar East, Mumbai",Mumbai,0,0,0
29,Dr. Uma Venkatesa   (Physiotherapist),BPTh/BPT,33 Years Experience Overall,Physiotherapist,"Adyar, Chennai",Chennai,0,0,₹2000
30,Dr. Pankaj Chaudhari   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Aundh, Pune",Pune,0,0,₹350
31,Dr. Roli Dave   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",24 Years Experience Overall,Physiotherapist,"Powai, Mumbai",Mumbai,0,0,₹530
32,Dr. Aparna Nair   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Powai, Mumbai",Mumbai,100%,(15 votes),₹500
33,Dr. Pooja Vora Jhonsa   (Physiotherapist),BSc - Physiotherapy,21 Years Experience Overall,Physiotherapist,"Ghatkopar East, Mumbai",Mumbai,100%,(88 votes),₹700
34,Dr. Shankarlal Tak   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",16 Years Experience Overall,Physiotherapist,"Nagawara, Bangalore",Bangalore,0,0,₹300
35,Dr. Amit K Shrivastav   (Physiotherapist),"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT",16 Years Experience Overall,Physiotherapist,"BTM Layout 2nd Stage, Bangalore",Bangalore,96%,(820 votes),₹750
36,Dr. Jayanth   (Physiotherapist),BPTh/BPT,17 Years Experience Overall,Physiotherapist,"Gachibowli, Hyderabad",Hyderabad,100%,(13 votes),₹700
37,Dr. Sudhakar Subramanian   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy, PhD - Physiotherapy",22 Years Experience Overall  (17 years as specialist),Physiotherapist,"Virugambakkam, Chennai",Chennai,0,0,₹200
38,Dr. Y. Rahul   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Somajiguda, Hyderabad",Hyderabad,100%,(12 votes),₹300
39,Dr. Pamela Narayan   (Physiotherapist),"MSc. - Physiotherapy, BPTh/BPT",31 Years Experience Overall,Physiotherapist,"Himayat Nagar, Hyderabad",Hyderabad,99%,(175 votes),₹750
40,Dr. Monish Mehta   (Physiotherapist),BPTh/BPT,8 Years Experience Overall,Physiotherapist,"Khar West, Mumbai",Mumbai,100%,(78 votes),₹1500
41,Dr. Annie Angel Joseph   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Malleswaram, Bangalore",Bangalore,0,0,₹500
42,Dr. Mahesh Bagaria   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"New Rajendra Nagar, Delhi",Delhi,0,0,₹500
43,Dr. Sarika Jambhulkar   (Physiotherapist),MPTh/MPT - Musculoskeletal Sciences,11 Years Experience Overall,Physiotherapist,"Andheri West, Mumbai",Mumbai,97%,(384 votes),₹1500
44,Dr. Subodh  Kumar Mahato   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",9 Years Experience Overall,Physiotherapist,"Dasarahalli, Bangalore",Bangalore,100%,(42 votes),₹500
45,Dr. Priyanka Chaudhary   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Nagarbhavi, Bangalore",Bangalore,0,0,₹400
46,Dr. Rahul Sekhri   (Physiotherapist),"BPTh/BPT, Diploma in Diet and Nutrition",13 Years Experience Overall,Physiotherapist,"Preet Vihar, Delhi",Delhi,97%,(119 votes),₹500
47,Dr. D. Prem Kumar   (Physiotherapist),BPTh/BPT,8 Years Experience Overall,Physiotherapist,"Boduppal, Hyderabad",Hyderabad,0,0,₹300
48,Dr. Apeksha M   (Physiotherapist),BPTh/BPT,11 Years Experience Overall,Physiotherapist,"Kothrud, Pune",Pune,100%,(40 votes),₹500
49,Dr. M A M Raheman   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Kokapet, Hyderabad",Hyderabad,0,0,₹400
50,Dr. Sibina D Solanki   (Physiotherapist),BPTh/BPT,13 Years Experience Overall,Physiotherapist,"Baner, Pune",Pune,100%,(20 votes),₹600
51,Dr. Aditi Singh   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",18 Years Experience Overall,Physiotherapist,"Jayanagar 9 Block, Bangalore",Bangalore,98%,(127 votes),₹500
52,Dr. Sasikumar A   (Physiotherapist),BPTh/BPT,2 Years Experience Overall,Physiotherapist,"Manali, Chennai",Chennai,0,0,₹250
53,Dr. Riddi Suvarna   (Physiotherapist),BPTh/BPT,5 Years Experience Overall,Physiotherapist,"Banashankari 2nd Stage, Bangalore",Bangalore,0,0,₹750
54,Dr. Niddhi Sanghvi   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",14 Years Experience Overall,Physiotherapist,"Churchgate, Mumbai",Mumbai,0,0,0
55,Dr. Sumalatha Arkatu   (Physiotherapist),BPTh/BPT,7 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹1000
56,Dr. Akshay Gaurish Wagh   (Physiotherapist),Diploma in Physiotherapy,10 Years Experience Overall,Physiotherapist,"Santacruz West, Mumbai",Mumbai,99%,(141 votes),₹2500
57,Dr. Morzia Khatoon   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",7 Years Experience Overall,Physiotherapist,"Koramangala 5 Block, Bangalore",Bangalore,100%,(11 votes),₹500
58,Dr. Aamir K.   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",11 Years Experience Overall,Physiotherapist,"HSR Layout, Bangalore",Bangalore,98%,(165 votes),₹600
59,Dr. Ajaz Ahmad,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Physiotherapy",16 Years Experience Overall  (7 years as specialist),Physiotherapist,"Saket, Delhi",Delhi,94%,(244 votes),₹700
60,Dr. Disha Ashar   (Physiotherapist),MPTh/MPT - Musculoskeletal Physiotherapy,12 Years Experience Overall,Physiotherapist,"Linking Road, Mumbai",Mumbai,0,0,0
61,Dr. Rukhsar Ansari   (Physiotherapist),BPTh/BPT,7 Years Experience Overall,Physiotherapist,"Powai, Mumbai",Mumbai,0,0,0
62,Dr. Vaishnavi Suresh   (Physiotherapist),"MPTh/MPT - Musculoskeletal Sciences, BPTh/BPT",5 Years Experience Overall  (2 years as specialist),Physiotherapist,"Kumaraswamy Layout, Bangalore",Bangalore,0,0,₹400
63,Dr. Surbhi Sharma   (Physiotherapist),BPTh/BPT,17 Years Experience Overall,Physiotherapist,"Vasant Kunj, Delhi",Delhi,98%,(49 votes),₹500
64,Dr. Zahra Hussain   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Colaba, Mumbai",Mumbai,98%,(100 votes),₹350
65,Dr. Bijal Patel   (Physiotherapist),BPTh/BPT,14 Years Experience Overall  (13 years as specialist),Physiotherapist,"Kandivali East, Mumbai",Mumbai,0,0,₹350
66,Dr. Mitshu Doshi   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Kandivali, Mumbai",Mumbai,97%,(108 votes),₹400
67,Dr. Mohammed Jawad Mohsin   (Physiotherapist),BPTh/BPT,22 Years Experience Overall,Physiotherapist,"Dilsukhnagar, Hyderabad",Hyderabad,0,0,₹650
68,Dr. Rajiv Mehta   (Physiotherapist),BPTh/BPT,23 Years Experience Overall,Physiotherapist,"Pitampura, Delhi",Delhi,97%,(611 votes),₹500
69,Dr. Ibhnu Hussain Gaffar   (Physiotherapist),BPTh/BPT,13 Years Experience Overall,Physiotherapist,"HSR Layout, Bangalore",Bangalore,98%,(46 votes),₹500
70,Dr. Venkata Bharath Kumar   (Physiotherapist),MPTh/MPT - Sports Physiotherapy,3 Years Experience Overall,Physiotherapist,"Koramangala 5 Block, Bangalore",Bangalore,0,0,₹500
71,Dr. Utsav Shah   (Physiotherapist),MPTh/MPT - Musculoskeletal Physiotherapy,9 Years Experience Overall  (8 years as specialist),Physiotherapist,"Prabhadevi, Mumbai",Mumbai,0,0,₹2500
72,Dr. K. K. Kant,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, PhD - Physiotherapy",11 Years Experience Overall  (9 years as specialist),Physiotherapist,"Dwarka, Delhi",Delhi,97%,(210 votes),₹600
73,Dr. Bathri Narayanan   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Ashoknagar, Bangalore",Bangalore,0,0,₹300
74,Dr. Sundari.M   (Physiotherapist),"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT, Certification in Sensory Integration (S.I)",23 Years Experience Overall  (22 years as specialist),Physiotherapist,"Kilpauk, Chennai",Chennai,98%,(116 votes),₹850
75,Dr. Pankaj Kumar   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",6 Years Experience Overall  (4 years as specialist),Physiotherapist,"Mahipalpur, Delhi",Delhi,0,0,₹700
76,Dr. Kamalika M Bhattacharya   (Physiotherapist),BPTh/BPT,24 Years Experience Overall,Physiotherapist,"Kadubeesanahalli, Bangalore",Bangalore,99%,(137 votes),₹500
77,Dr. Manish Rajput   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",7 Years Experience Overall  (5 years as specialist),Physiotherapist,"Malleswaram, Bangalore",Bangalore,0,0,0
78,Dr. Ankit Aggarwal   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,14 Years Experience Overall  (13 years as specialist),Physiotherapist,"Safdarjung Enclave, Delhi",Delhi,99%,(302 votes),₹1000
79,Dr. Pooja S.M   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",13 Years Experience Overall  (9 years as specialist),Physiotherapist,"Hoodi, Bangalore",Bangalore,100%,(77 votes),₹350
80,Dr. Rajani Singh   (Physiotherapist),BPTh/BPT,3 Years Experience Overall,Physiotherapist,"Andheri East, Mumbai",Mumbai,0,0,₹600
81,Dr. N Vijayaramkrishna   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Dilsukhnagar, Hyderabad",Hyderabad,0,0,₹650
82,Dr. Dimpy Gohrani   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",10 Years Experience Overall  (7 years as specialist),Physiotherapist,"Hebbal, Bangalore",Bangalore,100%,(46 votes),₹500
83,Dr. Sathya R   (Physiotherapist),"BPTh/BPT, BSS Master Diploma in Acupuncture",3 Years Experience Overall  (1 year as specialist),Physiotherapist,"Anna Nagar, Chennai",Chennai,0,0,₹400
84,Dr. Fiza Taj Samadh   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"CV Raman Nagar, Bangalore",Bangalore,81%,(27 votes),₹300
85,Dr. Suresh Babu Gajula   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Begumpet, Hyderabad",Hyderabad,0,0,₹650
86,Dr. Raj Laxmi Chaturvedi   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"Rohini Sector 16, Delhi",Delhi,95%,(21 votes),₹500
87,Dr. Naziya Bagwan   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Viman Nagar, Pune",Pune,100%,(64 votes),₹500
88,Dr. Smaranika Das   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",12 Years Experience Overall  (10 years as specialist),Physiotherapist,"Nallagandla, Hyderabad",Hyderabad,98%,(41 votes),₹500
89,Dr. Prince Prabhakar   (Physiotherapist),"MPTh/MPT - Cardio Respiratory Sciences, BPTh/BPT",4 Years Experience Overall,Physiotherapist,"Pimple Saudagar, Pune",Pune,0,0,₹300
90,Dr. Chinna Kondaiah Ballekuri   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Chandra Nagar, Hyderabad",Hyderabad,0,0,₹200
91,Dr. Kruti Harsh Mehta   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",13 Years Experience Overall,Physiotherapist,"Vikhroli, Mumbai",Mumbai,100%,(62 votes),₹400
92,Dr. Gali Sharath   (Physiotherapist),BPTh/BPT,17 Years Experience Overall,Physiotherapist,"Sahakaranagar, Bangalore",Bangalore,0,0,₹650
93,Dr. Yashaswini Tanguturi   (Physiotherapist),BPTh/BPT,4 Years Experience Overall,Physiotherapist,"Madhapur, Hyderabad",Hyderabad,0,0,₹400
94,Dr. Imranulla S   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,7 Years Experience Overall  (6 years as specialist),Physiotherapist,"Jayanagar 4 Block, Bangalore",Bangalore,0,0,0
95,Dr. Mehdi Ali Khan   (Physiotherapist),BPTh/BPT,20 Years Experience Overall,Physiotherapist,"Himayat Nagar, Hyderabad",Hyderabad,0,0,₹500
96,Dr. Karthikeyan   (Physiotherapist),BPTh/BPT,15 Years Experience Overall,Physiotherapist,"Electronics City, Bangalore",Bangalore,99%,(77 votes),₹500
97,Dr. Saakshi Dhingra   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",16 Years Experience Overall  (15 years as specialist),Physiotherapist,"CR Park, Delhi",Delhi,99%,(270 votes),₹700
98,Dr. Manjiri P thakur   (Physiotherapist),BPTh/BPT,13 Years Experience Overall,Physiotherapist,"Indiranagar, Bangalore",Bangalore,0,0,₹650
99,Dr. Munesh Singh   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"Bannerghatta Road, Bangalore",Bangalore,100%,(58 votes),₹400
100,Dr. Suresh Babu   (Physiotherapist),BPTh/BPT,21 Years Experience Overall,Physiotherapist,"Marathahalli, Bangalore",Bangalore,85%,(72 votes),₹400
101,Dr. M Sanjeeva Naik   (Physiotherapist),BPTh/BPT,2 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹500
102,Dr. Barabaridevender Shririsha   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹250
103,Dr. Rimmi Verma   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",13 Years Experience Overall  (12 years as specialist),Physiotherapist,"Andheri West, Mumbai",Mumbai,100%,(25 votes),₹800
104,Dr. Afreen   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹250
105,Dr. Mohammed Ameenuddin   (Physiotherapist),MPTh/MPT - Sports Physiotherapy,17 Years Experience Overall  (12 years as specialist),Physiotherapist,"Shaikpet, Hyderabad",Hyderabad,0,0,₹500
106,Dr. Shaikh Firdos Mukhtar Ahmed   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",12 Years Experience Overall  (11 years as specialist),Physiotherapist,"Prabhadevi, Mumbai",Mumbai,100%,(13 votes),₹1000
107,Dr. Mansi Bharvirkar (PT:Cardio-Pulmonary Rehab)   (Physiotherapist),BPTh/BPT,21 Years Experience Overall,Physiotherapist,"Aundh, Pune",Pune,0,0,₹500
108,Dr. Kranthi Kumar Kotapoori   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹650
109,Dr. Sudharsan Venkatesan   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",12 Years Experience Overall,Physiotherapist,"Bellandur, Bangalore",Bangalore,0,0,₹500
110,Dr. Manali Babar   (Physiotherapist),BPTh/BPT,5 Years Experience Overall,Physiotherapist,"Mulund West, Mumbai",Mumbai,0,0,₹350
111,Dr. Umesh D Falak,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",16 Years Experience Overall  (5 years as specialist),Physiotherapist,"Deccan Gymkhana, Pune",Pune,97%,(143 votes),₹1000
112,Dr. Khushboo Singh   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",13 Years Experience Overall  (10 years as specialist),Physiotherapist,"Churchgate, Mumbai",Mumbai,0,0,0
113,Dr. Vijende Vankudoth   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Begumpet, Hyderabad",Hyderabad,100%,(14 votes),₹650
114,Dr. Ganapathy M D   (Physiotherapist),"Masters of Physiotheraphy, BPTh/BPT",16 Years Experience Overall,Physiotherapist,"HRBR Layout, Bangalore",Bangalore,0,0,₹400
115,Dr. R.Sri Rajalakshmi   (Physiotherapist),BPTh/BPT,16 Years Experience Overall,Physiotherapist,"Mandaveli, Chennai",Chennai,0,0,₹300
116,Dr. Sanjay Bakhshi   (Physiotherapist),"BPTh/BPT, Diploma in Acupuncture, MPTh/MPT - Sports Physiotherapy, MPTh/MPT - Musculoskeletal Physiotherapy",25 Years Experience Overall  (24 years as specialist),Physiotherapist,"Andheri West, Mumbai",Mumbai,97%,(696 votes),₹1500
117,Dr. Cincy Sijo   (Physiotherapist),BPTh/BPT,9 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹650
118,Dr. Anshika Mitra   (Physiotherapist),"BPTh/BPT, MPT/MPTh - Sports Medicine",14 Years Experience Overall  (10 years as specialist),Physiotherapist,"Rohini, Delhi",Delhi,98%,(124 votes),₹400
119,Dr. Sudha   (Physiotherapist),BPTh/BPT,13 Years Experience Overall,Physiotherapist,"Porur, Chennai",Chennai,98%,(123 votes),₹250
120,Dr. Gaurav Mohan   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"Laxmi Nagar, Delhi",Delhi,100%,(297 votes),₹500
121,Dr. Tuheena Sharma   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",10 Years Experience Overall  (4 years as specialist),Physiotherapist,"Banjara Hills, Hyderabad",Hyderabad,93%,(15 votes),₹600
122,Dr. Abdul Waseem   (Physiotherapist),BPTh/BPT,6 Years Experience Overall,Physiotherapist,"Dilsukhnagar, Hyderabad",Hyderabad,0,0,₹650
123,Dr. Ritika Gupta   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",4 Years Experience Overall,Physiotherapist,"Safdarjung Enclave, Delhi",Delhi,98%,(57 votes),₹750
124,Dr. Nirmala Ekambaram   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",16 Years Experience Overall  (13 years as specialist),Physiotherapist,"Mylapore, Chennai",Chennai,100%,(28 votes),₹350
125,Dr. Ravi Kumar   (Physiotherapist),BPTh/BPT,14 Years Experience Overall,Physiotherapist,"Chembur East, Mumbai",Mumbai,0,0,₹400
126,Dr. Jagruti Parghi   (Physiotherapist),BPTh/BPT,6 Years Experience Overall,Physiotherapist,"Parel, Mumbai",Mumbai,88%,(16 votes),₹350
127,Dr. L Kiran Kumar   (Physiotherapist),BPTh/BPT,16 Years Experience Overall,Physiotherapist,"KPHB, Hyderabad",Hyderabad,98%,(804 votes),₹300
128,Dr. Vimal Sharma   (Physiotherapist),BPTh/BPT,16 Years Experience Overall,Physiotherapist,"Gulmohar Park, Delhi",Delhi,98%,(183 votes),₹1500
129,Dr. Monika Chopra   (Physiotherapist),BPTh/BPT,19 Years Experience Overall,Physiotherapist,"Baner, Pune",Pune,100%,(74 votes),₹500
130,Dr. Aparna Shetty   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",3 Years Experience Overall,Physiotherapist,"HRBR Layout, Bangalore",Bangalore,0,0,₹390
131,Dr. Dharmesh Solanki   (Physiotherapist),"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",13 Years Experience Overall  (10 years as specialist),Physiotherapist,"Baner, Pune",Pune,100%,(92 votes),₹600
132,Dr. S.M. Shuja Kamran   (Physiotherapist),BPTh/BPT,1 Year Experience Overall,Physiotherapist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹600
133,Dr. Richa Gupta   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",14 Years Experience Overall  (7 years as specialist),Physiotherapist,"Jagriti Enclave, Delhi",Delhi,0,0,₹1200
134,Dr. Akula Venu Kumar   (Physiotherapist),BPTh/BPT,12 Years Experience Overall,Physiotherapist,"Begumpet, Hyderabad",Hyderabad,0,0,₹650
135,Dr. Rajani Patil   (Physiotherapist),Doctor Of Physical Therapy (DPT),15 Years Experience Overall,Physiotherapist,"Dadar, Mumbai",Mumbai,96%,(339 votes),₹1500
136,Dr. A.Lokesh   (Physiotherapist),"MSc. - Physiotherapy, BPTh/BPT",16 Years Experience Overall,Physiotherapist,"Adyar, Chennai",Chennai,96%,(125 votes),₹600
137,Dr. Anjali Agarwal   (Physiotherapist),BPTh/BPT,23 Years Experience Overall,Physiotherapist,"Kondapur, Hyderabad",Hyderabad,96%,(535 votes),₹300
138,Dr. Santosh Kumar   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",13 Years Experience Overall,Physiotherapist,"Dwarka Sector 14, Delhi",Delhi,99%,(108 votes),₹500
139,Dr. Sonam Sahu   (Physiotherapist),BPTh/BPT,7 Years Experience Overall,Physiotherapist,"Attapur, Hyderabad",Hyderabad,100%,(12 votes),₹350
140,Dr. B.Girija Reddy   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Urology and Obstetrics",4 Years Experience Overall,Physiotherapist,"Whitefield, Bangalore",Bangalore,0,0,₹800
141,Dr. Chandra Sheker M   (Physiotherapist),BPTh/BPT,10 Years Experience Overall,Physiotherapist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹650
142,Dr. Samuel David   (Physiotherapist),Diploma in Physiotherapy,41 Years Experience Overall,Physiotherapist,"Jayanagar 9 Block, Bangalore",Bangalore,92%,(12 votes),₹500
143,Dr. Vaibhav Talwar   (Physiotherapist),BPTh/BPT,11 Years Experience Overall,Physiotherapist,"Vasant Kunj, Delhi",Delhi,97%,(60 votes),₹1500
144,Dr. Naveen Babu   (Physiotherapist),"MPTh/MPT - Sports Physiotherapy, BPTh/BPT",7 Years Experience Overall,Physiotherapist,"Jubilee Hills, Hyderabad",Hyderabad,96%,(892 votes),₹1100
145,Dr. Sonia Baijal   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",14 Years Experience Overall,Physiotherapist,"South Extension 1, Delhi",Delhi,100%,(27 votes),₹800
