,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
38,Dr. Naveen Kumar.L.V,"MS - Orthopaedics, FRCS - Trauma & Orthopedic Surgery, M.Ch - Orthopaedics, MBBS",23 Years Experience Overall  (18 years as specialist),Orthopedist,"HSR Layout, Bangalore",Bangalore,99%,(1281 votes),₹900
39,Dr. Sathya Prakash,"MBBS, MS - Orthopaedics",23 Years Experience Overall,Orthopedist,"Indiranagar, Bangalore",Bangalore,93%,(342 votes),₹500
40,Dr. Praveen S Battepati,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",23 Years Experience Overall  (20 years as specialist),Orthopedist,"Sanjay Nagar, Bangalore",Bangalore,100%,(288 votes),₹600
41,Dr. Rewat Laxman,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",10 Years Experience Overall,Orthopedist,"Sarjapur Road, Bangalore",Bangalore,94%,(85 votes),₹850
42,Dr. Sanjay Prasad Hegde,"MBBS, MS - Orthopaedics",31 Years Experience Overall  (28 years as specialist),Orthopedist,"Whitefield, Bangalore",Bangalore,83%,(53 votes),₹850
43,Dr. Rahul Puri,"MBBS, MS - Orthopaedics",16 Years Experience Overall  (12 years as specialist),Orthopedist,"Jayanagar, Bangalore",Bangalore,0,0,₹750
44,Dr. Vidya Sagar,"MBBS, MS - Orthopaedics",16 Years Experience Overall  (10 years as specialist),Orthopedist,"Jayanagar, Bangalore",Bangalore,0,0,₹750
45,Dr. Naveen Devarajaiah,"MBBS, MS - Orthopaedics",17 Years Experience Overall  (13 years as specialist),Orthopedist,"Yelahanka, Bangalore",Bangalore,98%,(750 votes),₹480
46,Dr. Sudheendra M Rao,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",13 Years Experience Overall,Orthopedist,"Jayanagar 9 Block, Bangalore",Bangalore,97%,(58 votes),₹650
47,Dr. Dinesh Manni,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",13 Years Experience Overall  (9 years as specialist),Orthopedist,"Whitefield, Bangalore",Bangalore,0,0,₹850
48,Dr. Sai Krishna Bala Krishnan Naidu,"MBBS, MRCS (UK), FRCS - Trauma & Orthopedic Surgery",21 Years Experience Overall  (14 years as specialist),Orthopedist,"Richmond Town, Bangalore",Bangalore,99%,(73 votes),₹800
49,Dr. Vasudev Prabhu,"MBBS, MS - Orthopaedics",27 Years Experience Overall  (24 years as specialist),Orthopedist,"Seshadripuram, Bangalore",Bangalore,90%,(20 votes),₹740
50,Dr. Shrinidhi I S,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",17 Years Experience Overall  (15 years as specialist),Orthopedist,"Bellandur, Bangalore",Bangalore,98%,(95 votes),₹650
51,Dr. Ameeth Kulkarni,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",22 Years Experience Overall  (17 years as specialist),Orthopedist,"Jayanagar, Bangalore",Bangalore,0,0,₹750
52,Dr. Raviraj A,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",22 Years Experience Overall  (18 years as specialist),Orthopedist,"Jayanagar, Bangalore",Bangalore,95%,(268 votes),₹750
53,Dr. Syed Imran,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",16 Years Experience Overall  (11 years as specialist),Orthopedist,"HBR Layout, Bangalore",Bangalore,100%,(215 votes),₹700
54,Dr. Deepak Sampath,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics",19 Years Experience Overall  (15 years as specialist),Orthopedist,"Vasanthnagar, Bangalore",Bangalore,97%,(35 votes),₹600
55,Dr. Pradeep Anand.M,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",25 Years Experience Overall  (20 years as specialist),Orthopedist,"HSR Layout, Bangalore",Bangalore,90%,(109 votes),₹600
56,Dr. Srinivas C.H.,"MBBS, MS - Orthopaedics",16 Years Experience Overall,Orthopedist,"Nagasandra, Bangalore",Bangalore,0,0,₹400
57,Dr. Rudra Prasad,"MBBS, DNB - Orthopedics/Orthopedic Surgery",29 Years Experience Overall  (24 years as specialist),Orthopedist,"Vasanthnagar, Bangalore",Bangalore,97%,(72 votes),₹900
58,Dr. Amrithlal. A. Mascarenhas,"MBBS, MS - Orthopaedics, FNB - Spine Surgery",22 Years Experience Overall  (17 years as specialist),Orthopedist,"Millers Road, Bangalore",Bangalore,91%,(32 votes),₹1000
59,Dr. Karthik G,"MBBS, Diploma in Orthopaedics",24 Years Experience Overall,Orthopedist,"Koramangala 5 Block, Bangalore",Bangalore,93%,(42 votes),₹650
60,Dr. Prashant Tejwani,"MS - Orthopaedics, MBBS",26 Years Experience Overall  (22 years as specialist),Orthopedist,"Hosur Road, Bangalore",Bangalore,91%,(58 votes),₹500
61,Dr. Prashanth Jain,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",20 Years Experience Overall  (14 years as specialist),Orthopedist,"Sampangiramnagar, Bangalore",Bangalore,91%,(32 votes),₹800
62,Dr. M N Karthik,"MBBS, DNB - Orthopedics/Orthopedic Surgery",17 Years Experience Overall  (12 years as specialist),Orthopedist,"Indiranagar, Bangalore",Bangalore,100%,(14 votes),₹650
63,Dr. Subodh M Shetty,"MBBS, MS - Orthopaedics",30 Years Experience Overall  (25 years as specialist),Orthopedist,"Koramangala, Bangalore",Bangalore,89%,(540 votes),₹600
64,Dr. Pavan Chebbi,"MBBS, MS - Orthopaedics",19 Years Experience Overall  (14 years as specialist),Orthopedist,"BTM Layout 1st Stage, Bangalore",Bangalore,98%,(316 votes),₹700
65,Dr. Ravichandra Kelkar,"MBBS, MS - Orthopaedics, MRCS (UK)",Orthopedic surgeon,Orthopedist,"Hebbal, Bangalore",Bangalore,0,0,₹800
66,Dr. Venugopal N,"MBBS, MS - Orthopaedics",22 Years Experience Overall  (20 years as specialist),Orthopedist,"Millers Road, Bangalore",Bangalore,0,0,₹1000
67,Dr. Avinash Alva,"MBBS, MS - Orthopaedics, FRCS - Trauma & Orthopedic Surgery",20 Years Experience Overall  (12 years as specialist),Orthopedist,"HSR Layout, Bangalore",Bangalore,0,0,₹700
68,Dr. Vijay A Kulkarni,"MBBS, MS - Orthopaedics",13 Years Experience Overall  (9 years as specialist),Orthopedist,"Jayanagar 4 Block, Bangalore",Bangalore,95%,(21 votes),₹600
69,Dr. Ajay Rao,"MBBS, DNB - Orthopedics/Orthopedic Surgery",23 Years Experience Overall  (14 years as specialist),Orthopedist,"Basaveshwaranagar, Bangalore",Bangalore,100%,(342 votes),₹500
70,Dr. Vinay Kumaraswamy,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MRCS (UK), Fellowship in Arthroscopy & Sports Injury, MBBS",14 Years Experience Overall  (10 years as specialist),Orthopedist,"Rajajinagar, Bangalore",Bangalore,100%,(443 votes),₹560
71,Dr. Alagu Pandiyan,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",15 Years Experience Overall  (10 years as specialist),Orthopedist,"Yeshwanthpur, Bangalore",Bangalore,0,0,₹600
72,Dr. Naveen.D,"MBBS, MS - Orthopaedics",14 Years Experience Overall  (12 years as specialist),Orthopedist,"Bannerghatta Road, Bangalore",Bangalore,95%,(21 votes),₹850
73,Dr. Venkatdeep Mohan,"MBBS, DNB - Orthopedics/Orthopedic Surgery",16 Years Experience Overall  (6 years as specialist),Orthopedist,"JP Nagar, Bangalore",Bangalore,100%,(152 votes),₹500
74,Dr. Srikanth E Neruganti,"MBBS, MS - Orthopaedics",10 Years Experience Overall  (6 years as specialist),Orthopedist,"Kundalahalli, Bangalore",Bangalore,98%,(156 votes),₹650
75,Dr. Nakul H Shivaramaiah,"MBBS, MS - Orthopaedics",12 Years Experience Overall  (7 years as specialist),Orthopedist,"Indiranagar, Bangalore",Bangalore,100%,(28 votes),₹800
76,Dr. Shashi Kumar H.K,"MBBS, MS - Orthopaedics",13 Years Experience Overall,Orthopedist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹850
77,Dr. Vivek Kumar N Savsani,"MBBS, MS - Orthopaedics",12 Years Experience Overall  (8 years as specialist),Orthopedist,"Indiranagar, Bangalore",Bangalore,0,0,₹650
78,Dr. Deepak G Shivarathre,"MBBS, FRCS - Trauma & Orthopedic Surgery, MRCS (UK)",19 Years Experience Overall  (9 years as specialist),Orthopedist,"Malleswaram, Bangalore",Bangalore,97%,(35 votes),₹700
79,Dr. Karthik Gajapathy,"MBBS, Diploma in Orthopaedics",30 Years Experience Overall  (28 years as specialist),Orthopedist,"Koramangala 5 Block, Bangalore",Bangalore,0,0,₹750
80,Dr. Shashikiran R,"MS - Orthopaedics, MBBS",14 Years Experience Overall  (10 years as specialist),Orthopedist,"Malleswaram, Bangalore",Bangalore,99%,(67 votes),₹650
81,Dr. Raghavendra K. Sharaph,"DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics, MBBS, Diploma in Orthopaedics",17 Years Experience Overall  (12 years as specialist),Orthopedist,"Malleswaram, Bangalore",Bangalore,0,0,₹600
82,Dr. Raghu B V,"MBBS, MS - Orthopaedics",14 Years Experience Overall  (6 years as specialist),Orthopedist,"Padmanabhanagar, Bangalore",Bangalore,0,0,₹500
83,Dr. Sudhir N. Pai,"MBBS, MS - Orthopaedics",24 Years Experience Overall,Orthopedist,"Sampangiramnagar, Bangalore",Bangalore,100%,(84 votes),₹800
84,Dr. Ravindra Puttaswamaiah,"MBBS, MS - Orthopaedics",23 Years Experience Overall,Orthopedist,"Yeshwanthpur, Bangalore",Bangalore,72%,(18 votes),₹700
85,Dr. Srinivas Nagendra,"MBBS, MS - Orthopaedics",18 Years Experience Overall  (14 years as specialist),Orthopedist,"Malleswaram, Bangalore",Bangalore,0,0,₹500
86,Dr. Pradeep A Ramesh,"MBBS, MS - Orthopaedics",14 Years Experience Overall  (10 years as specialist),Orthopedist,"Banashankari, Bangalore",Bangalore,92%,(13 votes),₹500
87,Dr. C. P. Belliappa,"MBBS, DNB - Orthopedics/Orthopedic Surgery",19 Years Experience Overall  (12 years as specialist),Orthopedist,"Sarjapur Road, Bangalore",Bangalore,0,0,₹850
88,Dr. J V Srinivas,"MBBS, MS - Orthopaedics",25 Years Experience Overall  (21 years as specialist),Orthopedist,"JP Nagar, Bangalore",Bangalore,100%,(14 votes),₹950
89,Dr. Manoj A N,"MBBS, MS - Orthopaedics",21 Years Experience Overall  (19 years as specialist),Orthopedist,"Indiranagar, Bangalore",Bangalore,0,0,₹800
90,Dr. GL Joel Prasad,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",10 Years Experience Overall  (6 years as specialist),Orthopedist,"Whitefield, Bangalore",Bangalore,97%,(38 votes),₹600
91,Dr. Narendra Rangappa,"MBBS, MS - Orthopaedics",22 Years Experience Overall,Orthopedist,"Malleswaram, Bangalore",Bangalore,0,0,₹650
92,Dr. Prashanth KK,"MBBS, Diploma in Orthopaedics",19 Years Experience Overall  (16 years as specialist),Orthopedist,"Kanakpura Road, Bangalore",Bangalore,100%,(17 votes),₹600
93,Dr. Sagar Tontanahal,"MBBS, MS - Orthopaedics",11 Years Experience Overall  (5 years as specialist),Orthopedist,"Vidyaranyapura, Bangalore",Bangalore,100%,(25 votes),₹500
94,Dr. Kapendra,"MS - Orthopaedics, MBBS",12 Years Experience Overall  (7 years as specialist),Orthopedist,"Kundalahalli, Bangalore",Bangalore,67%,(21 votes),₹650
95,Dr. Sheikh Mohammed Fahim,"MBBS, MS - Orthopaedics",17 Years Experience Overall  (13 years as specialist),Orthopedist,"Mahadevapura, Bangalore",Bangalore,0,0,₹700
96,Dr. Vinit M Oswal,"MBBS, MS - Orthopaedics",7 Years Experience Overall  (4 years as specialist),Orthopedist,"Malleswaram, Bangalore",Bangalore,0,0,₹700
97,Dr. Ananya,"MBBS, FRCS - Trauma & Orthopedic Surgery",19 Years Experience Overall  (9 years as specialist),Orthopedist,"Vijayanagar, Bangalore",Bangalore,99%,(103 votes),₹400
98,Dr. Ambareesh. P,"MS - Orthopaedics, MBBS",15 Years Experience Overall,Orthopedist,"Kundalahalli, Bangalore",Bangalore,83%,(18 votes),₹650
99,Dr. Susheel B,"MBBS, MS - Orthopaedics",15 Years Experience Overall,Orthopedist,"Kundalahalli, Bangalore",Bangalore,78%,(77 votes),₹650
100,Dr. Ravindran R,"MBBS, Diploma in Orthopaedics",19 Years Experience Overall  (14 years as specialist),Orthopedist,"Ulsoor, Bangalore",Bangalore,100%,(25 votes),₹600
101,Dr. Harish Puranik,"MBBS, MS - Orthopaedics",15 Years Experience Overall  (11 years as specialist),Orthopedist,"Malleswaram, Bangalore",Bangalore,100%,(42 votes),₹700
102,Dr. Ahmed Rayan Jelani,"MBBS, MS - Orthopaedics",13 Years Experience Overall  (9 years as specialist),Orthopedist,"Richmond Town, Bangalore",Bangalore,0,0,₹600
103,Dr. Chidanand K. J. C,"MBBS, MS - Orthopaedics",20 Years Experience Overall  (14 years as specialist),Orthopedist,"Banashankari 3rd Stage, Bangalore",Bangalore,93%,(61 votes),₹500
104,Dr. Varun GBS,"MBBS, MS - Orthopaedics, Fellow in Spine Surgery",14 Years Experience Overall  (10 years as specialist),Orthopedist,"RT Nagar, Bangalore",Bangalore,90%,(31 votes),₹600
105,Dr. Ravikumar Mukartihal,"Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",14 Years Experience Overall  (12 years as specialist),Orthopedist,"Vasanthnagar, Bangalore",Bangalore,97%,(60 votes),₹900
106,Dr. Deepak A,"MBBS, Diploma in Orthopaedics",5 Years Experience Overall,Orthopedist,"Sarjapur Road, Bangalore",Bangalore,0,0,₹600
107,Dr. Prabhakaran D,"MBBS, Diploma in Orthopaedics",18 Years Experience Overall,Orthopedist,"Malleswaram, Bangalore",Bangalore,100%,(12 votes),₹650
108,Dr. Anjan A,"MBBS, DNB - Orthopedics/Orthopedic Surgery",14 Years Experience Overall  (8 years as specialist),Orthopedist,"Banaswadi, Bangalore",Bangalore,0,0,₹500
109,Dr. Chethan Nagaraj,"MBBS, DNB - Orthopedics/Orthopedic Surgery",10 Years Experience Overall  (3 years as specialist),Orthopedist,"Singasandra, Bangalore",Bangalore,0,0,₹600
110,Dr. Krishanu Dey,"MBBS, MS - Orthopaedics",13 Years Experience Overall  (9 years as specialist),Orthopedist,"Whitefield, Bangalore",Bangalore,0,0,₹850
111,Dr. Ajey Deekshith A S,"MBBS, MS - Orthopaedics",4 Years Experience Overall,Orthopedist,"Nagasandra, Bangalore",Bangalore,0,0,₹500
112,Dr. Vinoth Arokkia Sekar,"MBBS, MS - Orthopaedics",14 Years Experience Overall  (9 years as specialist),Orthopedist,"Sarjapur Road, Bangalore",Bangalore,0,0,₹650
113,Dr. Paneendra  S,"MBBS, MS - Orthopaedics",10 Years Experience Overall  (4 years as specialist),Orthopedist,"BTM Layout 2nd Stage, Bangalore",Bangalore,0,0,₹600
114,Dr. Rajesh S,"MBBS, MS - Orthopaedics",9 Years Experience Overall  (3 years as specialist),Orthopedist,"Indiranagar, Bangalore",Bangalore,0,0,₹800
115,Dr. Karan Shetty,"MBBS, MS - Orthopaedics",8 Years Experience Overall  (5 years as specialist),Orthopedist,"Basaveshwaranagar, Bangalore",Bangalore,0,0,₹400
116,Dr. Praveen Podali,"MBBS, MS - Orthopaedics",5 Years Experience Overall  (3 years as specialist),Orthopedist,"HSR Layout, Bangalore",Bangalore,0,0,₹600
117,Dr. Jayakrishnan Pillai,"MBBS, DNB - Orthopedics/Orthopedic Surgery",20 Years Experience Overall  (14 years as specialist),Orthopedist,"Indiranagar, Bangalore",Bangalore,97%,(1659 votes),₹700
118,Dr. Pradeep Kiran B.S,"MBBS, DNB - Orthopedics/Orthopedic Surgery, M.Ch - Orthopaedics, Diploma in Orthopaedics",26 Years Experience Overall  (20 years as specialist),Orthopedist,"T Dasarahalli, Bangalore",Bangalore,96%,(254 votes),₹300
119,Dr. Mahesh Reddy,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics, FRCS - General Surgery",27 Years Experience Overall  (20 years as specialist),Orthopedist,"Koramangala 5 Block, Bangalore",Bangalore,79%,(19 votes),₹600
120,Dr. Pramod Kumar Mohan,"MBBS, MS - Orthopaedics",5 Years Experience Overall,Orthopedist,"Malleswaram, Bangalore",Bangalore,0,0,₹650
121,Dr. Deepak S,"MBBS, MS - Orthopaedics",30 Years Experience Overall  (26 years as specialist),Orthopedist,"Koramangala 5 Block, Bangalore",Bangalore,90%,(21 votes),₹600
122,Dr. Goutam Kodikal,"MBBS, MS - Orthopaedics",43 Years Experience Overall  (40 years as specialist),Orthopedist,"Koramangala 5 Block, Bangalore",Bangalore,93%,(43 votes),₹800
123,Dr. Anand Halyal,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",17 Years Experience Overall  (13 years as specialist),Orthopedist,"Banashankari, Bangalore",Bangalore,97%,(1659 votes),₹699
124,Dr. Narayan Hulse,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MRCS (UK), FRCS - Trauma & Orthopedic Surgery, MS - Orthopaedics, MBBS",22 Years Experience Overall  (21 years as specialist),Orthopedist,"Bannerghatta Road, Bangalore",Bangalore,97%,(411 votes),₹750
125,Dr. Mahadev Jatti,"MBBS, MS - Orthopaedics",26 Years Experience Overall  (25 years as specialist),Orthopedist,"Koramangala 5 Block, Bangalore",Bangalore,70%,(20 votes),₹600
126,Dr. Jithendra Kumar G P,"MBBS, MS - Orthopaedics",34 Years Experience Overall  (29 years as specialist),Orthopedist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹850
127,Dr. Kiran Chowka,"MS - Orthopaedics, MBBS",16 Years Experience Overall  (12 years as specialist),Orthopedist,"Hebbal, Bangalore",Bangalore,95%,(187 votes),₹1090
128,Dr. Sreedhar Singh,"FRCS - Trauma & Orthopedic Surgery, FRCS - General Surgery, FRCS - General Surgery, MBBS",32 Years Experience Overall  (28 years as specialist),Orthopedist,"Hebbal, Bangalore",Bangalore,92%,(1652 votes),₹800
129,Dr. Lingaraju A.P,"MBBS, MS - Orthopaedics",21 Years Experience Overall  (16 years as specialist),Orthopedist,"Jayanagar 9 Block, Bangalore",Bangalore,99%,(85 votes),₹400
130,Dr. Venugopal B,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",18 Years Experience Overall,Orthopedist,"Bannerghatta Road, Bangalore",Bangalore,93%,(44 votes),₹850
131,Dr. Chandramouli B,"MBBS, MS - Orthopaedics",29 Years Experience Overall  (25 years as specialist),Orthopedist,"Electronics City, Bangalore",Bangalore,93%,(1212 votes),₹550
132,Dr. Sunil G Kini,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, M.Ch - Orthopaedics, MNAMS - Orthopaedics",21 Years Experience Overall  (15 years as specialist),Orthopedist,"Old Airport Road, Bangalore",Bangalore,95%,(581 votes),₹900
133,Dr. Hemant K. Kalyan,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics, FCPS - Orthopedic",32 Years Experience Overall,Orthopedist,"Old Airport Road, Bangalore",Bangalore,89%,(253 votes),₹900
134,Dr. Kishan Rao K,"MBBS, DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics, MNAMS - Orthopaedics",9 Years Experience Overall,Orthopedist,"Hulimavu, Bangalore",Bangalore,86%,(14 votes),₹700
