,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
20,Dr. Kalpana Aggrawal,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (14 years as specialist),Infertility Specialist,"Dwarka, Delhi",Delhi,91%,(547 votes),₹500
21,Dr. Sameer Malshe,"MBBS, DGO, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (15 years as specialist),Infertility Specialist,"Warje, Pune",Pune,100%,(102 votes),₹300
22,Dr. Shantha Rama Rao,"MBBS, MD - Obstetrics & Gynaecology",49 Years Experience Overall  (47 years as specialist),Infertility Specialist,"Kodambakkam, Chennai",Chennai,94%,(32 votes),₹500
23,Dr. Indrani Mogali,"MBBS, DGO",21 Years Experience Overall  (14 years as specialist),Infertility Specialist,"Kompally, Hyderabad",Hyderabad,97%,(32 votes),₹600
24,Dr. Devika Chopra,"MBBS, DNB - Obstetrics & Gynecology, Post Doctoral Fellowship in Reproductive Medicine",16 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Tardeo, Mumbai",Mumbai,99%,(252 votes),₹1500
25,Dr. S. Vyjayanthi,"MBBS, MD - Obstetrics & Gynaecology, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK), CCT - OBG, CCT - Reproductive Medicine",30 Years Experience Overall  (28 years as specialist),Infertility Specialist,"Kondapur, Hyderabad",Hyderabad,98%,(459 votes),₹1000
26,Dr. Namrita Sheregar,"MBBS, DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Andheri West, Mumbai",Mumbai,99%,(137 votes),₹1000
27,Dr. Rohini Abhay Somani,"MBBS, DGO",22 Years Experience Overall  (17 years as specialist),Infertility Specialist,"Kothrud, Pune",Pune,93%,(27 votes),₹500
28,Dr. Pallavi Tiple,"DGO, MBBS",8 Years Experience Overall  (3 years as specialist),Infertility Specialist,"Baner, Pune",Pune,100%,(38 votes),₹500
29,Dr. M Vijayalakshmi,"MBBS, DGO",13 Years Experience Overall  (10 years as specialist),Infertility Specialist,"Kilpauk, Chennai",Chennai,0,0,₹500
30,Dr. Vijaya Lakshmi,"MBBS, DGO",22 Years Experience Overall  (16 years as specialist),Infertility Specialist,"Kondapur, Hyderabad",Hyderabad,86%,(35 votes),₹600
31,Dr. Pooja Shukla,"MD - Obstetrics & Gynaecology, MBBS",14 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Malad West, Mumbai",Mumbai,99%,(138 votes),₹1100
32,Dr. Amit Shaligram Patil,"MBBS, MD - Obstetrics & Gynaecology",20 Years Experience Overall  (15 years as specialist),Infertility Specialist,"Kharadi, Pune",Pune,100%,(24 votes),₹700
33,Dr. Suyash Bhandekar,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",14 Years Experience Overall  (9 years as specialist),Infertility Specialist,"Mulund, Mumbai",Mumbai,99%,(93 votes),₹1200
34,Dr. S. Srujana,"MBBS, DGO",16 Years Experience Overall  (13 years as specialist),Infertility Specialist,"Nacharam, Hyderabad",Hyderabad,98%,(61 votes),₹500
35,Dr. Garima Sharma,"MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine, MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Mulund, Mumbai",Mumbai,99%,(93 votes),₹800
36,Dr. Mahek Motwani,"MBBS, DGO, DNB - Obstetrics & Gynecology, Diploma In Skin Aesthetics",25 Years Experience Overall  (22 years as specialist),Infertility Specialist,"Mulund West, Mumbai",Mumbai,88%,(43 votes),₹800
37,Dr. Bharati Dhorepatil,"MBBS, DGO, DNB - Obstetrics & Gynecology",39 Years Experience Overall  (35 years as specialist),Infertility Specialist,"Nagar Road, Pune",Pune,89%,(406 votes),₹600
38,Dr. Aradhya Achuri,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Gachibowli, Hyderabad",Hyderabad,0,0,₹600
39,Dr. Inthu,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (6 years as specialist),Infertility Specialist,"Kolathur, Chennai",Chennai,100%,(732 votes),₹500
40,Dr. Lavanya. B,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",20 Years Experience Overall  (15 years as specialist),Infertility Specialist,"Madhapur, Hyderabad",Hyderabad,94%,(17 votes),₹500
41,Dr. Satish Shankar Londhe,"MBBS, DGO",20 Years Experience Overall  (13 years as specialist),Infertility Specialist,"Viman Nagar, Pune",Pune,0,0,0
42,Dr. Monika Agrawal,"DGO, MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (13 years as specialist),Infertility Specialist,"Andheri East, Mumbai",Mumbai,97%,(216 votes),₹800
43,Dr. Jayashree Reddy,"MBBS, DGO, MD - Obstetrics & Gynaecology",43 Years Experience Overall  (40 years as specialist),Infertility Specialist,"Manikonda, Hyderabad",Hyderabad,94%,(155 votes),₹1000
44,Dr. Gaikwad Ramesh Ranganath,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Viman Nagar, Pune",Pune,0,0,0
45,Dr. Gouri Gore,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall,Infertility Specialist,"Chembur East, Mumbai",Mumbai,91%,(180 votes),₹800
46,Dr. Archana,"MBBS, DNB - Obstetrics & Gynecology",9 Years Experience Overall  (5 years as specialist),Infertility Specialist,"Santosh Nagar, Hyderabad",Hyderabad,0,0,₹500
47,Dr. Madhavi Reddy,"MBBS, DGO",23 Years Experience Overall  (22 years as specialist),Infertility Specialist,"Alwal, Hyderabad",Hyderabad,93%,(43 votes),₹500
48,Dr. Vidhya Selvam,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Chromepet, Chennai",Chennai,0,0,₹300
49,Dr. Radhika Sheth,"MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FCPS - Mid. & Gynae, DGO, DNB - Family Medicine",14 Years Experience Overall,Infertility Specialist,"Malad West, Mumbai",Mumbai,100%,(279 votes),₹1100
50,Dr. Arun Muthuvel,"MBBS, MS - Obstetrics & Gynaecology, MCh - Reproductive Medicine and Surgery",12 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Ambattur, Chennai",Chennai,96%,(90 votes),₹300
51,Dr. Bharathi Rajanna,"MBBS, MD - Obstetrics & Gynaecology",34 Years Experience Overall  (31 years as specialist),Infertility Specialist,"Rajajinagar, Bangalore",Bangalore,90%,(101 votes),₹500
52,Dr. Shonir Pai,MS - Obstetrics & Gynaecology,8 Years Experience Overall,Infertility Specialist,"Mahim, Mumbai",Mumbai,94%,(33 votes),₹1300
53,Dr. R Rijaphin,"MBBS, MD - Obstetrics & Gynaecology",17 Years Experience Overall  (11 years as specialist),Infertility Specialist,"OMR Road, Chennai",Chennai,0,0,₹600
54,Dr. Honey Mishra,"MBBS, DNB - Obstetrics & Gynecology, DGO",10 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Goregaon West, Mumbai",Mumbai,100%,(38 votes),₹800
55,Dr. Aboli Chandge,"MBBS, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Dhanori, Pune",Pune,0,0,₹500
56,Dr. M. Gowri,"MBBS, DGO",32 Years Experience Overall  (27 years as specialist),Infertility Specialist,"HSR Layout, Bangalore",Bangalore,91%,(1660 votes),₹600
57,Dr. Sadhana Vezhaventhan,"MBBS, DGO",23 Years Experience Overall  (18 years as specialist),Infertility Specialist,"Saidapet, Chennai",Chennai,98%,(268 votes),₹400
58,Dr. Chandana Lakkireddi,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",22 Years Experience Overall  (16 years as specialist),Infertility Specialist,"Banjara Hills, Hyderabad",Hyderabad,98%,(229 votes),₹700
59,Dr. Jagdip Shah,"MD - Obstetrics & Gynaecology, DGO, MBBS",38 Years Experience Overall,Infertility Specialist,"Powai, Mumbai",Mumbai,96%,(318 votes),₹1200
60,Dr. Vaishali Chaudhary,"MD - Obstetrics & Gynaecology, MBBS",29 Years Experience Overall  (28 years as specialist),Infertility Specialist,"Chembur, Mumbai",Mumbai,97%,(680 votes),₹1200
61,Dr. Harshika Bavishi,MD - Obstetrics & Gynaecology,36 Years Experience Overall,Infertility Specialist,"Chembur East, Mumbai",Mumbai,96%,(82 votes),₹1000
62,Dr. Shalini Vijay,"DNB - Obstetrics & Gynecology, MBBS",19 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Lulla Nagar, Pune",Pune,98%,(200 votes),₹650
63,Dr. Rachana Kaveri,"DNB - Obstetrics & Gynecology, MBBS",7 Years Experience Overall,Infertility Specialist,"Andheri, Mumbai",Mumbai,0,0,₹800
64,Dr. E Pavithra Balaji,"MBBS, MD - Obstetrics & Gynaecology",11 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Choolaimedu, Chennai",Chennai,100%,(84 votes),₹400
65,Dr. Ankush Nandkishor Raut,"MBBS, DGO, DNB - Obstetrics & Gynecology",11 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Borivali East, Mumbai",Mumbai,94%,(16 votes),₹1000
66,Dr. Nitin M Narvekar,"DGO, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology",40 Years Experience Overall  (39 years as specialist),Infertility Specialist,"Matunga, Mumbai",Mumbai,100%,(28 votes),₹2000
67,Dr. Deepika Doshi,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Borivali West, Mumbai",Mumbai,0,0,₹800
68,Dr. Maulik Joshi,"MBBS, MD - Obstetrics & Gynaecology",29 Years Experience Overall  (24 years as specialist),Infertility Specialist,"Matunga West, Mumbai",Mumbai,0,0,₹800
69,Dr. Divyashree PS,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",16 Years Experience Overall  (12 years as specialist),Infertility Specialist,"JP Nagar, Bangalore",Bangalore,98%,(285 votes),₹500
70,Dr. Suman Singh,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Aesthetic Medicine (FAM)",28 Years Experience Overall  (23 years as specialist),Infertility Specialist,"BTM Layout 2nd Stage, Bangalore",Bangalore,93%,(3258 votes),₹700
71,Dr. Varsha Degwekar,"MS - Obstetrics & Gynaecology, MBBS",35 Years Experience Overall,Infertility Specialist,"Powai, Mumbai",Mumbai,94%,(261 votes),₹1000
72,Dr. Uddhavraj Dudhedia,"MBBS, MD - Obstetrics & Gynaecology, DGO, FCPS - Mid. & Gynae",25 Years Experience Overall  (19 years as specialist),Infertility Specialist,"Santacruz West, Mumbai",Mumbai,0,0,₹1500
73,Dr. Anitha R,"MBBS, MD - Obstetrics & Gynaecology",22 Years Experience Overall  (14 years as specialist),Infertility Specialist,"Madipakkam, Chennai",Chennai,100%,(66 votes),₹500
74,Dr. Anita K Jain,"MBBS, DGO",23 Years Experience Overall  (19 years as specialist),Infertility Specialist,"Paschim Vihar, Delhi",Delhi,98%,(137 votes),₹600
75,Dr. Dilip Valake,"MD - Obstetrics & Gynaecology, MBBS",39 Years Experience Overall  (35 years as specialist),Infertility Specialist,"Baner, Pune",Pune,94%,(17 votes),₹500
76,Dr. Kavitha Lakshmi Easwaran,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (19 years as specialist),Infertility Specialist,"Kasturi nagar, Bangalore",Bangalore,95%,(604 votes),₹700
77,Dr. Shruti Parikh,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (9 years as specialist),Infertility Specialist,"Borivali West, Mumbai",Mumbai,100%,(190 votes),₹800
78,Dr. N. Sarada Vani,"DNB - Obstetrics & Gynecology, MBBS",23 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Ameerpet, Hyderabad",Hyderabad,95%,(375 votes),₹400
79,Dr. Sudha Shivkumar,"MBBS, MD - Obstetrics & Gynaecology",29 Years Experience Overall  (24 years as specialist),Infertility Specialist,"Purasawakkam, Chennai",Chennai,100%,(45 votes),₹800
80,Dr. Divya Singhal,"MBBS, DGO",38 Years Experience Overall  (35 years as specialist),Infertility Specialist,"Pitampura, Delhi",Delhi,98%,(158 votes),₹900
81,Dr. Jasmine Ramesh Salkar,"MBBS, DGO, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (13 years as specialist),Infertility Specialist,"Dilsukhnagar, Hyderabad",Hyderabad,91%,(11 votes),₹600
82,Dr. Umamaheshwari Nilange,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Wakad, Pune",Pune,100%,(45 votes),₹500
83,Dr. Prajakta Sabale,"MBBS, DGO",15 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Hinjewadi, Pune",Pune,0,0,₹500
84,Dr. Tejal Poddar,"MS - Obstetrics & Gynaecology, MBBS",11 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Opera House, Mumbai",Mumbai,98%,(115 votes),₹1000
85,Dr. Milind Wankhede,"MS - Obstetrics & Gynaecology, MBBS",18 Years Experience Overall  (12 years as specialist),Infertility Specialist,"Kandivali East, Mumbai",Mumbai,0,0,₹1000
86,Dr. Chandini Chinta,"MBBS, MS - Obstetrics & Gynaecology",5 Years Experience Overall  (1 year as specialist),Infertility Specialist,"Banjara Hills, Hyderabad",Hyderabad,0,0,₹500
87,Dr. G Buvaneswari,"MBBS, DGO, DNB - Obstetrics & Gynecology",27 Years Experience Overall  (19 years as specialist),Infertility Specialist,"Chromepet, Chennai",Chennai,67%,(12 votes),₹600
88,Dr. Radhika Reddy Pingili,"MBBS, MRCOG(UK), Diploma of the Faculty of Family Planning (DFFP)",24 Years Experience Overall  (16 years as specialist),Infertility Specialist,"Kondapur, Hyderabad",Hyderabad,97%,(224 votes),₹700
89,Dr. Rahul Patil,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Baner, Pune",Pune,0,0,₹600
90,Dr. Maheswari D,"MBBS, DGO, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Anna Nagar, Chennai",Chennai,0,0,₹700
91,Dr. Manjushri Kothekar,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (14 years as specialist),Infertility Specialist,"Chembur, Mumbai",Mumbai,100%,(15 votes),₹1000
92,Dr. Tejas Gundewar,"MBBS, MS - Obstetrics & Gynaecology, MCh - Reproductive Medicine and Surgery",11 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Hinjewadi, Pune",Pune,0,0,₹600
93,Dr. Shanthala Thuppanna,"MBBS, MS - Obstetrics & Gynaecology",22 Years Experience Overall  (18 years as specialist),Infertility Specialist,"Sarjapur Road, Bangalore",Bangalore,84%,(73 votes),₹700
94,Dr. Rinoy Sreedharan,"MBBS, MD - Obstetrics & Gynaecology",14 Years Experience Overall  (9 years as specialist),Infertility Specialist,"Bhandup, Mumbai",Mumbai,0,0,₹500
95,Dr. Sophia,"MBBS, Post Doctoral Fellowship in Reproductive Medicine, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (9 years as specialist),Infertility Specialist,"Electronics City, Bangalore",Bangalore,94%,(63 votes),₹700
96,Dr. Rupali Vaidya,"MBBS, DGO",13 Years Experience Overall  (12 years as specialist),Infertility Specialist,"Ravet, Pune",Pune,0,0,₹500
97,Dr. Y.S.Varalakshmi,"DGO, MBBS",16 Years Experience Overall,Infertility Specialist,"Miyapur, Hyderabad",Hyderabad,95%,(38 votes),₹700
98,Dr. Sitamanisahoo,"MD - Obstetrics & Gynaecology, MBBS",49 Years Experience Overall  (43 years as specialist),Infertility Specialist,"Kilpauk, Chennai",Chennai,0,0,₹1000
99,Dr. Preeti Kale,"MBBS, MS - Obstetrics & Gynaecology, Diploma in Reproductive Medicine (Germany)",22 Years Experience Overall  (16 years as specialist),Infertility Specialist,"Baner, Pune",Pune,95%,(186 votes),₹500
100,Dr. Chandralekha,"MBBS, DGO",36 Years Experience Overall  (30 years as specialist),Infertility Specialist,"Adyar, Chennai",Chennai,95%,(234 votes),₹1000
101,Dr. Mugdha Joshi,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (13 years as specialist),Infertility Specialist,"Bavdhan, Pune",Pune,99%,(388 votes),₹500
102,Dr. Divya Sivaraman,"MBBS, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Kotturpuram, Chennai",Chennai,95%,(218 votes),₹750
103,Dr. Jayshree Raurale,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Kandivali West, Mumbai",Mumbai,0,0,₹800
104,Dr. Karthikha,"MBBS, DGO, DNB - Obstetrics & Gynecology",10 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Perungudi, Chennai",Chennai,100%,(19 votes),₹500
105,Dr. Subasri. S. R,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (9 years as specialist),Infertility Specialist,"Mangadu, Chennai",Chennai,87%,(30 votes),₹500
106,Dr. Madhuri Burande Laha,"MBBS, DGO, DNB - Obstetrics & Gynecology",25 Years Experience Overall  (21 years as specialist),Infertility Specialist,"Kharadi, Pune",Pune,91%,(614 votes),₹650
107,Dr. Neha Khandelwal,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (14 years as specialist),Infertility Specialist,"Greater Kailash Part 1, Delhi",Delhi,99%,(499 votes),₹1200
108,Dr. Shruti Rothe Patil,"MBBS, DGO",13 Years Experience Overall  (8 years as specialist),Infertility Specialist,"Aundh, Pune",Pune,94%,(34 votes),₹600
109,Dr. Radhika Meka,"MBBS, DGO",24 Years Experience Overall  (19 years as specialist),Infertility Specialist,"Kilpauk, Chennai",Chennai,95%,(19 votes),₹500
110,Dr. Yogesh Trivedi,"MS - Obstetrics & Gynaecology, MBBS",9 Years Experience Overall  (6 years as specialist),Infertility Specialist,"Bhandup West, Mumbai",Mumbai,88%,(17 votes),₹500
111,Dr. Chandana Galidevara,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (9 years as specialist),Infertility Specialist,"Kondapur, Hyderabad",Hyderabad,99%,(76 votes),₹600
112,Dr. Jayashree Sharma,"MBBS, MRCOG(UK)",25 Years Experience Overall  (12 years as specialist),Infertility Specialist,"Kodambakkam, Chennai",Chennai,99%,(118 votes),₹550
113,Dr. Deepshikha Dwivedi,"MBBS, DNB - Obstetrics & Gynecology, FICS",17 Years Experience Overall  (12 years as specialist),Infertility Specialist,"Baner, Pune",Pune,97%,(358 votes),₹600
114,Dr. V.Sharmila,"MBBS, MD - Obstetrics & Gynaecology",16 Years Experience Overall  (12 years as specialist),Infertility Specialist,"Thoraipakkam, Chennai",Chennai,97%,(70 votes),₹400
115,Dr. Madhu Juneja,"MS - Obstetrics & Gynaecology, MBBS",18 Years Experience Overall  (11 years as specialist),Infertility Specialist,"Kalyani Nagar, Pune",Pune,98%,(572 votes),₹800
116,Dr. Syeda Iram Fatima,"MBBS, MRCP - Obstetrics & Gynecology",22 Years Experience Overall  (9 years as specialist),Infertility Specialist,"Gachibowli, Hyderabad",Hyderabad,93%,(30 votes),₹900
117,Dr. Usha B.R.,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),Infertility Specialist,"JP Nagar, Bangalore",Bangalore,93%,(153 votes),₹600
118,Dr. Parzan Mistry,"MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",8 Years Experience Overall,Infertility Specialist,"Nana Chowk, Mumbai",Mumbai,100%,(26 votes),₹1000
119,Dr. Sunita Umberkar,"MBBS, DGO, DNB - Obstetrics & Gynecology, FCPS - Mid. & Gynae",17 Years Experience Overall  (15 years as specialist),Infertility Specialist,"Bavdhan, Pune",Pune,99%,(347 votes),₹500
120,Dr. Anil Chittake,"MBBS, DNB - Obstetrics & Gynecology, DGO",25 Years Experience Overall  (22 years as specialist),Infertility Specialist,"Baner, Pune",Pune,98%,(1378 votes),₹700
121,Dr. Vikram Sharad Shah,"MBBS, MD - Obstetrics & Gynaecology",24 Years Experience Overall,Infertility Specialist,"Mahim, Mumbai",Mumbai,95%,(19 votes),₹1300
122,Dr. Mithil Patil,"MBBS, MD - Obstetrics & Gynaecology",20 Years Experience Overall  (14 years as specialist),Infertility Specialist,"Balewadi, Pune",Pune,98%,(92 votes),₹500
123,Dr. Koka Sreedevi,"MBBS, DGO",29 Years Experience Overall  (28 years as specialist),Infertility Specialist,"Jeedimetla, Hyderabad",Hyderabad,100%,(23 votes),₹500
124,Dr. Meenal Mehendale,"MBBS, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (12 years as specialist),Infertility Specialist,"Baner, Pune",Pune,0,0,₹500
125,Dr. Bhagyasree A,"MBBS, DNB - Obstetrics & Gynecology",10 Years Experience Overall  (3 years as specialist),Infertility Specialist,"Chembur East, Mumbai",Mumbai,0,0,₹700
126,Dr. Shoba Giresh,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (7 years as specialist),Infertility Specialist,"Purasawakkam, Chennai",Chennai,0,0,₹400
127,Dr. Ashwini Margale,"DGO, MBBS, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (19 years as specialist),Infertility Specialist,"Aundh, Pune",Pune,99%,(142 votes),₹750
128,Dr. Avani,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall,Infertility Specialist,"Kondapur, Hyderabad",Hyderabad,0,0,₹700
129,Dr. Narmada Katakam,"MBBS, MD - Obstetrics & Gynaecology, FRCOG (UK)",28 Years Experience Overall  (22 years as specialist),Infertility Specialist,"Kothapet, Hyderabad",Hyderabad,98%,(162 votes),₹700
130,Dr. P M Gopinath,"MBBS, DGO, MD - Obstetrics & Gynaecology",43 Years Experience Overall  (39 years as specialist),Infertility Specialist,"Vadapalani, Chennai",Chennai,100%,(38 votes),₹800
131,Dr. Niveditha V C,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (6 years as specialist),Infertility Specialist,"Kolathur, Chennai",Chennai,98%,(317 votes),₹300
132,Dr. Ashish Shyamkul,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (12 years as specialist),Infertility Specialist,"Goregaon, Mumbai",Mumbai,0,0,₹500
133,Dr. Gouri Sultane Gupta,"MBBS, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",19 Years Experience Overall  (15 years as specialist),Infertility Specialist,"Goregaon West, Mumbai",Mumbai,92%,(121 votes),₹1000
134,Dr. Sunayana Dubey,"MBBS, DGO",21 Years Experience Overall  (17 years as specialist),Infertility Specialist,"Kandivali East, Mumbai",Mumbai,94%,(16 votes),₹700
135,Dr. G Durga Rao,"MBBS, DGO, MRCOG(UK)",28 Years Experience Overall  (24 years as specialist),Infertility Specialist,"Banjara Hills, Hyderabad",Hyderabad,97%,(99 votes),₹750
136,Dr. Sachin M Jadhav,"DNB - Obstetrics & Gynecology, DGO, MBBS",23 Years Experience Overall  (22 years as specialist),Infertility Specialist,"Aundh, Pune",Pune,100%,(192 votes),₹750
